trial_id,value,state,p_min_change_pct,p_entry_hhmm_min,p_entry_hhmm_max,a_fold1_test_calmar,a_fold1_test_trades,a_fold1_test_win_rate,a_fold1_monthly_trades,a_fold1_all_pass,a_fold2_test_return,a_fold2_test_mdd,a_fold2_overfit,a_fold2_gates_passed,a_fold3_test_calmar,a_fold3_test_trades,a_fold3_test_win_rate,a_fold3_monthly_trades,a_fold3_all_pass,a_avg_overfit,a_agg_trades,a_worst_mdd,a_valid,a_fold1_test_return,a_fold1_test_mdd,a_fold1_overfit,a_fold1_gates_passed,a_fold2_test_calmar,a_fold2_test_trades,a_fold2_test_win_rate,a_fold2_monthly_trades,a_fold2_all_pass,a_fold3_test_return,a_fold3_test_mdd,a_fold3_overfit,a_fold3_gates_passed,a_avg_calmar,a_avg_monthly_trades,a_agg_win_rate,a_agg_gates_passed,a_failed_aggregate_gates
252,26.531255015160088,TrialState.COMPLETE,6.0,1430,1500,31.30865504694295,96,0.4270833333333333,48.0,True,-0.10259837206924127,-0.10719368070319912,-1.814501419185337,3,52.81809778257791,127,0.4251968503937008,63.5,True,67.19102119282307,291,-0.10719368070319912,True,0.1365728052847064,-0.03454993939318202,,5,-4.532987784040585,68,0.23529411764705882,34.0,False,0.22227749689324972,-0.048115289689929605,136.1965438048315,5,26.531255015160088,48.5,0.38144329896907214,5,
253,26.531255015160088,TrialState.COMPLETE,6.0,1430,1500,31.30865504694295,96,0.4270833333333333,48.0,True,-0.10259837206924127,-0.10719368070319912,-1.814501419185337,3,52.81809778257791,127,0.4251968503937008,63.5,True,67.19102119282307,291,-0.10719368070319912,True,0.1365728052847064,-0.03454993939318202,,5,-4.532987784040585,68,0.23529411764705882,34.0,False,0.22227749689324972,-0.048115289689929605,136.1965438048315,5,26.531255015160088,48.5,0.38144329896907214,5,
254,26.531255015160088,TrialState.COMPLETE,6.0,1430,1500,31.30865504694295,96,0.4270833333333333,48.0,True,-0.10259837206924127,-0.10719368070319912,-1.814501419185337,3,52.81809778257791,127,0.4251968503937008,63.5,True,67.19102119282307,291,-0.10719368070319912,True,0.1365728052847064,-0.03454993939318202,,5,-4.532987784040585,68,0.23529411764705882,34.0,False,0.22227749689324972,-0.048115289689929605,136.1965438048315,5,26.531255015160088,48.5,0.38144329896907214,5,
255,26.531255015160088,TrialState.COMPLETE,6.0,1430,1500,31.30865504694295,96,0.4270833333333333,48.0,True,-0.10259837206924127,-0.10719368070319912,-1.814501419185337,3,52.81809778257791,127,0.4251968503937008,63.5,True,67.19102119282307,291,-0.10719368070319912,True,0.1365728052847064,-0.03454993939318202,,5,-4.532987784040585,68,0.23529411764705882,34.0,False,0.22227749689324972,-0.048115289689929605,136.1965438048315,5,26.531255015160088,48.5,0.38144329896907214,5,
256,26.531255015160088,TrialState.COMPLETE,6.0,1430,1500,31.30865504694295,96,0.4270833333333333,48.0,True,-0.10259837206924127,-0.10719368070319912,-1.814501419185337,3,52.81809778257791,127,0.4251968503937008,63.5,True,67.19102119282307,291,-0.10719368070319912,True,0.1365728052847064,-0.03454993939318202,,5,-4.532987784040585,68,0.23529411764705882,34.0,False,0.22227749689324972,-0.048115289689929605,136.1965438048315,5,26.531255015160088,48.5,0.38144329896907214,5,
257,26.531255015160088,TrialState.COMPLETE,6.0,1430,1500,31.30865504694295,96,0.4270833333333333,48.0,True,-0.10259837206924127,-0.10719368070319912,-1.814501419185337,3,52.81809778257791,127,0.4251968503937008,63.5,True,67.19102119282307,291,-0.10719368070319912,True,0.1365728052847064,-0.03454993939318202,,5,-4.532987784040585,68,0.23529411764705882,34.0,False,0.22227749689324972,-0.048115289689929605,136.1965438048315,5,26.531255015160088,48.5,0.38144329896907214,5,
258,26.531255015160088,TrialState.COMPLETE,6.0,1430,1500,31.30865504694295,96,0.4270833333333333,48.0,True,-0.10259837206924127,-0.10719368070319912,-1.814501419185337,3,52.81809778257791,127,0.4251968503937008,63.5,True,67.19102119282307,291,-0.10719368070319912,True,0.1365728052847064,-0.03454993939318202,,5,-4.532987784040585,68,0.23529411764705882,34.0,False,0.22227749689324972,-0.048115289689929605,136.1965438048315,5,26.531255015160088,48.5,0.38144329896907214,5,
259,26.531255015160088,TrialState.COMPLETE,6.0,1430,1500,31.30865504694295,96,0.4270833333333333,48.0,True,-0.10259837206924127,-0.10719368070319912,-1.814501419185337,3,52.81809778257791,127,0.4251968503937008,63.5,True,67.19102119282307,291,-0.10719368070319912,True,0.1365728052847064,-0.03454993939318202,,5,-4.532987784040585,68,0.23529411764705882,34.0,False,0.22227749689324972,-0.048115289689929605,136.1965438048315,5,26.531255015160088,48.5,0.38144329896907214,5,
260,15.047372961950948,TrialState.COMPLETE,6.0,1430,1515,25.920766870472985,102,0.4215686274509804,51.0,True,-0.07603845046398428,-0.08121823682022944,-4.480673208848834,3,23.961282809017806,139,0.43884892086330934,69.5,True,16.668272859076094,317,-0.08281227106328046,True,0.1275745097252201,-0.0381574355741889,,5,-4.739930793637945,76,0.27631578947368424,38.0,False,0.18951945800096026,-0.08281227106328046,37.81721892700102,5,15.047372961950948,52.833333333333336,0.3943217665615142,5,
261,15.047372961950948,TrialState.COMPLETE,6.0,1430,1515,25.920766870472985,102,0.4215686274509804,51.0,True,-0.07603845046398428,-0.08121823682022944,-4.480673208848834,3,23.961282809017806,139,0.43884892086330934,69.5,True,16.668272859076094,317,-0.08281227106328046,True,0.1275745097252201,-0.0381574355741889,,5,-4.739930793637945,76,0.27631578947368424,38.0,False,0.18951945800096026,-0.08281227106328046,37.81721892700102,5,15.047372961950948,52.833333333333336,0.3943217665615142,5,
262,26.531255015160088,TrialState.COMPLETE,6.0,1430,1500,31.30865504694295,96,0.4270833333333333,48.0,True,-0.10259837206924127,-0.10719368070319912,-1.814501419185337,3,52.81809778257791,127,0.4251968503937008,63.5,True,67.19102119282307,291,-0.10719368070319912,True,0.1365728052847064,-0.03454993939318202,,5,-4.532987784040585,68,0.23529411764705882,34.0,False,0.22227749689324972,-0.048115289689929605,136.1965438048315,5,26.531255015160088,48.5,0.38144329896907214,5,
263,26.531255015160088,TrialState.COMPLETE,6.0,1430,1500,31.30865504694295,96,0.4270833333333333,48.0,True,-0.10259837206924127,-0.10719368070319912,-1.814501419185337,3,52.81809778257791,127,0.4251968503937008,63.5,True,67.19102119282307,291,-0.10719368070319912,True,0.1365728052847064,-0.03454993939318202,,5,-4.532987784040585,68,0.23529411764705882,34.0,False,0.22227749689324972,-0.048115289689929605,136.1965438048315,5,26.531255015160088,48.5,0.38144329896907214,5,
264,26.531255015160088,TrialState.COMPLETE,6.0,1430,1500,31.30865504694295,96,0.4270833333333333,48.0,True,-0.10259837206924127,-0.10719368070319912,-1.814501419185337,3,52.81809778257791,127,0.4251968503937008,63.5,True,67.19102119282307,291,-0.10719368070319912,True,0.1365728052847064,-0.03454993939318202,,5,-4.532987784040585,68,0.23529411764705882,34.0,False,0.22227749689324972,-0.048115289689929605,136.1965438048315,5,26.531255015160088,48.5,0.38144329896907214,5,
265,26.531255015160088,TrialState.COMPLETE,6.0,1430,1500,31.30865504694295,96,0.4270833333333333,48.0,True,-0.10259837206924127,-0.10719368070319912,-1.814501419185337,3,52.81809778257791,127,0.4251968503937008,63.5,True,67.19102119282307,291,-0.10719368070319912,True,0.1365728052847064,-0.03454993939318202,,5,-4.532987784040585,68,0.23529411764705882,34.0,False,0.22227749689324972,-0.048115289689929605,136.1965438048315,5,26.531255015160088,48.5,0.38144329896907214,5,
266,26.531255015160088,TrialState.COMPLETE,6.0,1430,1500,31.30865504694295,96,0.4270833333333333,48.0,True,-0.10259837206924127,-0.10719368070319912,-1.814501419185337,3,52.81809778257791,127,0.4251968503937008,63.5,True,67.19102119282307,291,-0.10719368070319912,True,0.1365728052847064,-0.03454993939318202,,5,-4.532987784040585,68,0.23529411764705882,34.0,False,0.22227749689324972,-0.048115289689929605,136.1965438048315,5,26.531255015160088,48.5,0.38144329896907214,5,
267,26.531255015160088,TrialState.COMPLETE,6.0,1430,1500,31.30865504694295,96,0.4270833333333333,48.0,True,-0.10259837206924127,-0.10719368070319912,-1.814501419185337,3,52.81809778257791,127,0.4251968503937008,63.5,True,67.19102119282307,291,-0.10719368070319912,True,0.1365728052847064,-0.03454993939318202,,5,-4.532987784040585,68,0.23529411764705882,34.0,False,0.22227749689324972,-0.048115289689929605,136.1965438048315,5,26.531255015160088,48.5,0.38144329896907214,5,
268,26.531255015160088,TrialState.COMPLETE,6.0,1430,1500,31.30865504694295,96,0.4270833333333333,48.0,True,-0.10259837206924127,-0.10719368070319912,-1.814501419185337,3,52.81809778257791,127,0.4251968503937008,63.5,True,67.19102119282307,291,-0.10719368070319912,True,0.1365728052847064,-0.03454993939318202,,5,-4.532987784040585,68,0.23529411764705882,34.0,False,0.22227749689324972,-0.048115289689929605,136.1965438048315,5,26.531255015160088,48.5,0.38144329896907214,5,
269,26.531255015160088,TrialState.COMPLETE,6.0,1430,1500,31.30865504694295,96,0.4270833333333333,48.0,True,-0.10259837206924127,-0.10719368070319912,-1.814501419185337,3,52.81809778257791,127,0.4251968503937008,63.5,True,67.19102119282307,291,-0.10719368070319912,True,0.1365728052847064,-0.03454993939318202,,5,-4.532987784040585,68,0.23529411764705882,34.0,False,0.22227749689324972,-0.048115289689929605,136.1965438048315,5,26.531255015160088,48.5,0.38144329896907214,5,
270,26.531255015160088,TrialState.COMPLETE,6.0,1430,1500,31.30865504694295,96,0.4270833333333333,48.0,True,-0.10259837206924127,-0.10719368070319912,-1.814501419185337,3,52.81809778257791,127,0.4251968503937008,63.5,True,67.19102119282307,291,-0.10719368070319912,True,0.1365728052847064,-0.03454993939318202,,5,-4.532987784040585,68,0.23529411764705882,34.0,False,0.22227749689324972,-0.048115289689929605,136.1965438048315,5,26.531255015160088,48.5,0.38144329896907214,5,
271,26.531255015160088,TrialState.COMPLETE,6.0,1430,1500,31.30865504694295,96,0.4270833333333333,48.0,True,-0.10259837206924127,-0.10719368070319912,-1.814501419185337,3,52.81809778257791,127,0.4251968503937008,63.5,True,67.19102119282307,291,-0.10719368070319912,True,0.1365728052847064,-0.03454993939318202,,5,-4.532987784040585,68,0.23529411764705882,34.0,False,0.22227749689324972,-0.048115289689929605,136.1965438048315,5,26.531255015160088,48.5,0.38144329896907214,5,
272,26.531255015160088,TrialState.COMPLETE,6.0,1430,1500,31.30865504694295,96,0.4270833333333333,48.0,True,-0.10259837206924127,-0.10719368070319912,-1.814501419185337,3,52.81809778257791,127,0.4251968503937008,63.5,True,67.19102119282307,291,-0.10719368070319912,True,0.1365728052847064,-0.03454993939318202,,5,-4.532987784040585,68,0.23529411764705882,34.0,False,0.22227749689324972,-0.048115289689929605,136.1965438048315,5,26.531255015160088,48.5,0.38144329896907214,5,
273,26.531255015160088,TrialState.COMPLETE,6.0,1430,1500,31.30865504694295,96,0.4270833333333333,48.0,True,-0.10259837206924127,-0.10719368070319912,-1.814501419185337,3,52.81809778257791,127,0.4251968503937008,63.5,True,67.19102119282307,291,-0.10719368070319912,True,0.1365728052847064,-0.03454993939318202,,5,-4.532987784040585,68,0.23529411764705882,34.0,False,0.22227749689324972,-0.048115289689929605,136.1965438048315,5,26.531255015160088,48.5,0.38144329896907214,5,
274,26.531255015160088,TrialState.COMPLETE,6.0,1430,1500,31.30865504694295,96,0.4270833333333333,48.0,True,-0.10259837206924127,-0.10719368070319912,-1.814501419185337,3,52.81809778257791,127,0.4251968503937008,63.5,True,67.19102119282307,291,-0.10719368070319912,True,0.1365728052847064,-0.03454993939318202,,5,-4.532987784040585,68,0.23529411764705882,34.0,False,0.22227749689324972,-0.048115289689929605,136.1965438048315,5,26.531255015160088,48.5,0.38144329896907214,5,
275,26.531255015160088,TrialState.COMPLETE,6.0,1430,1500,31.30865504694295,96,0.4270833333333333,48.0,True,-0.10259837206924127,-0.10719368070319912,-1.814501419185337,3,52.81809778257791,127,0.4251968503937008,63.5,True,67.19102119282307,291,-0.10719368070319912,True,0.1365728052847064,-0.03454993939318202,,5,-4.532987784040585,68,0.23529411764705882,34.0,False,0.22227749689324972,-0.048115289689929605,136.1965438048315,5,26.531255015160088,48.5,0.38144329896907214,5,
276,26.531255015160088,TrialState.COMPLETE,6.0,1430,1500,31.30865504694295,96,0.4270833333333333,48.0,True,-0.10259837206924127,-0.10719368070319912,-1.814501419185337,3,52.81809778257791,127,0.4251968503937008,63.5,True,67.19102119282307,291,-0.10719368070319912,True,0.1365728052847064,-0.03454993939318202,,5,-4.532987784040585,68,0.23529411764705882,34.0,False,0.22227749689324972,-0.048115289689929605,136.1965438048315,5,26.531255015160088,48.5,0.38144329896907214,5,
277,26.531255015160088,TrialState.COMPLETE,6.0,1430,1500,31.30865504694295,96,0.4270833333333333,48.0,True,-0.10259837206924127,-0.10719368070319912,-1.814501419185337,3,52.81809778257791,127,0.4251968503937008,63.5,True,67.19102119282307,291,-0.10719368070319912,True,0.1365728052847064,-0.03454993939318202,,5,-4.532987784040585,68,0.23529411764705882,34.0,False,0.22227749689324972,-0.048115289689929605,136.1965438048315,5,26.531255015160088,48.5,0.38144329896907214,5,
278,26.531255015160088,TrialState.COMPLETE,6.0,1430,1500,31.30865504694295,96,0.4270833333333333,48.0,True,-0.10259837206924127,-0.10719368070319912,-1.814501419185337,3,52.81809778257791,127,0.4251968503937008,63.5,True,67.19102119282307,291,-0.10719368070319912,True,0.1365728052847064,-0.03454993939318202,,5,-4.532987784040585,68,0.23529411764705882,34.0,False,0.22227749689324972,-0.048115289689929605,136.1965438048315,5,26.531255015160088,48.5,0.38144329896907214,5,
279,26.531255015160088,TrialState.COMPLETE,6.0,1430,1500,31.30865504694295,96,0.4270833333333333,48.0,True,-0.10259837206924127,-0.10719368070319912,-1.814501419185337,3,52.81809778257791,127,0.4251968503937008,63.5,True,67.19102119282307,291,-0.10719368070319912,True,0.1365728052847064,-0.03454993939318202,,5,-4.532987784040585,68,0.23529411764705882,34.0,False,0.22227749689324972,-0.048115289689929605,136.1965438048315,5,26.531255015160088,48.5,0.38144329896907214,5,
280,26.531255015160088,TrialState.COMPLETE,6.0,1430,1500,31.30865504694295,96,0.4270833333333333,48.0,True,-0.10259837206924127,-0.10719368070319912,-1.814501419185337,3,52.81809778257791,127,0.4251968503937008,63.5,True,67.19102119282307,291,-0.10719368070319912,True,0.1365728052847064,-0.03454993939318202,,5,-4.532987784040585,68,0.23529411764705882,34.0,False,0.22227749689324972,-0.048115289689929605,136.1965438048315,5,26.531255015160088,48.5,0.38144329896907214,5,
281,26.531255015160088,TrialState.COMPLETE,6.0,1430,1500,31.30865504694295,96,0.4270833333333333,48.0,True,-0.10259837206924127,-0.10719368070319912,-1.814501419185337,3,52.81809778257791,127,0.4251968503937008,63.5,True,67.19102119282307,291,-0.10719368070319912,True,0.1365728052847064,-0.03454993939318202,,5,-4.532987784040585,68,0.23529411764705882,34.0,False,0.22227749689324972,-0.048115289689929605,136.1965438048315,5,26.531255015160088,48.5,0.38144329896907214,5,
282,26.531255015160088,TrialState.COMPLETE,6.0,1430,1500,31.30865504694295,96,0.4270833333333333,48.0,True,-0.10259837206924127,-0.10719368070319912,-1.814501419185337,3,52.81809778257791,127,0.4251968503937008,63.5,True,67.19102119282307,291,-0.10719368070319912,True,0.1365728052847064,-0.03454993939318202,,5,-4.532987784040585,68,0.23529411764705882,34.0,False,0.22227749689324972,-0.048115289689929605,136.1965438048315,5,26.531255015160088,48.5,0.38144329896907214,5,
283,26.531255015160088,TrialState.COMPLETE,6.0,1430,1500,31.30865504694295,96,0.4270833333333333,48.0,True,-0.10259837206924127,-0.10719368070319912,-1.814501419185337,3,52.81809778257791,127,0.4251968503937008,63.5,True,67.19102119282307,291,-0.10719368070319912,True,0.1365728052847064,-0.03454993939318202,,5,-4.532987784040585,68,0.23529411764705882,34.0,False,0.22227749689324972,-0.048115289689929605,136.1965438048315,5,26.531255015160088,48.5,0.38144329896907214,5,
284,-1000000.0,TrialState.COMPLETE,2.0,1430,1500,14.486149646567656,318,0.4025157232704403,159.0,True,-0.20327438168995315,-0.20393398411674932,,3,3.081030459363225,389,0.41645244215938304,194.5,True,,998,-0.20393398411674932,False,0.10287123821123889,-0.05191641356569443,,5,-3.690380937527358,291,0.31958762886597936,145.5,False,0.051566071788242684,-0.1209606143896591,,5,4.625599722801174,166.33333333333334,0.3837675350701403,4,['mdd']
285,-1000000.0,TrialState.COMPLETE,2.0,1430,1500,14.486149646567656,318,0.4025157232704403,159.0,True,-0.20327438168995315,-0.20393398411674932,,3,3.081030459363225,389,0.41645244215938304,194.5,True,,998,-0.20393398411674932,False,0.10287123821123889,-0.05191641356569443,,5,-3.690380937527358,291,0.31958762886597936,145.5,False,0.051566071788242684,-0.1209606143896591,,5,4.625599722801174,166.33333333333334,0.3837675350701403,4,['mdd']
286,26.531255015160088,TrialState.COMPLETE,6.0,1430,1500,31.30865504694295,96,0.4270833333333333,48.0,True,-0.10259837206924127,-0.10719368070319912,-1.814501419185337,3,52.81809778257791,127,0.4251968503937008,63.5,True,67.19102119282307,291,-0.10719368070319912,True,0.1365728052847064,-0.03454993939318202,,5,-4.532987784040585,68,0.23529411764705882,34.0,False,0.22227749689324972,-0.048115289689929605,136.1965438048315,5,26.531255015160088,48.5,0.38144329896907214,5,
287,26.531255015160088,TrialState.COMPLETE,6.0,1430,1500,31.30865504694295,96,0.4270833333333333,48.0,True,-0.10259837206924127,-0.10719368070319912,-1.814501419185337,3,52.81809778257791,127,0.4251968503937008,63.5,True,67.19102119282307,291,-0.10719368070319912,True,0.1365728052847064,-0.03454993939318202,,5,-4.532987784040585,68,0.23529411764705882,34.0,False,0.22227749689324972,-0.048115289689929605,136.1965438048315,5,26.531255015160088,48.5,0.38144329896907214,5,
288,26.531255015160088,TrialState.COMPLETE,6.0,1430,1500,31.30865504694295,96,0.4270833333333333,48.0,True,-0.10259837206924127,-0.10719368070319912,-1.814501419185337,3,52.81809778257791,127,0.4251968503937008,63.5,True,67.19102119282307,291,-0.10719368070319912,True,0.1365728052847064,-0.03454993939318202,,5,-4.532987784040585,68,0.23529411764705882,34.0,False,0.22227749689324972,-0.048115289689929605,136.1965438048315,5,26.531255015160088,48.5,0.38144329896907214,5,
289,26.531255015160088,TrialState.COMPLETE,6.0,1430,1500,31.30865504694295,96,0.4270833333333333,48.0,True,-0.10259837206924127,-0.10719368070319912,-1.814501419185337,3,52.81809778257791,127,0.4251968503937008,63.5,True,67.19102119282307,291,-0.10719368070319912,True,0.1365728052847064,-0.03454993939318202,,5,-4.532987784040585,68,0.23529411764705882,34.0,False,0.22227749689324972,-0.048115289689929605,136.1965438048315,5,26.531255015160088,48.5,0.38144329896907214,5,
290,26.531255015160088,TrialState.COMPLETE,6.0,1430,1500,31.30865504694295,96,0.4270833333333333,48.0,True,-0.10259837206924127,-0.10719368070319912,-1.814501419185337,3,52.81809778257791,127,0.4251968503937008,63.5,True,67.19102119282307,291,-0.10719368070319912,True,0.1365728052847064,-0.03454993939318202,,5,-4.532987784040585,68,0.23529411764705882,34.0,False,0.22227749689324972,-0.048115289689929605,136.1965438048315,5,26.531255015160088,48.5,0.38144329896907214,5,
291,8.972108162028205,TrialState.COMPLETE,4.5,1430,1500,18.79977443561747,141,0.425531914893617,70.5,True,-0.14396579249586527,-0.14988844347520547,,4,12.221926954386655,213,0.4460093896713615,106.5,True,,485,-0.14988844347520547,True,0.1057466920806156,-0.04140439426644281,,5,-4.105376903919511,131,0.29770992366412213,65.5,False,0.12287107432758848,-0.08798021873916047,,5,8.972108162028205,80.83333333333333,0.4,5,
292,-1000000.0,TrialState.COMPLETE,6.0,1440,1500,30.93269173378056,85,0.4,42.5,True,-0.09759073833209408,-0.0975907383320941,-7.94885119354837,3,43.21760724526881,117,0.41025641025641024,58.5,True,-7.94885119354837,259,-0.0975907383320941,False,0.1452320690131026,-0.03795978226789353,,5,-4.795746392676886,57,0.2631578947368421,28.5,False,0.1694901623337397,-0.038907840144257674,,5,23.11818419545749,43.166666666666664,0.3745173745173745,4,['overfit']
293,26.531255015160088,TrialState.COMPLETE,6.0,1430,1500,31.30865504694295,96,0.4270833333333333,48.0,True,-0.10259837206924127,-0.10719368070319912,-1.814501419185337,3,52.81809778257791,127,0.4251968503937008,63.5,True,67.19102119282307,291,-0.10719368070319912,True,0.1365728052847064,-0.03454993939318202,,5,-4.532987784040585,68,0.23529411764705882,34.0,False,0.22227749689324972,-0.048115289689929605,136.1965438048315,5,26.531255015160088,48.5,0.38144329896907214,5,
294,26.531255015160088,TrialState.COMPLETE,6.0,1430,1500,31.30865504694295,96,0.4270833333333333,48.0,True,-0.10259837206924127,-0.10719368070319912,-1.814501419185337,3,52.81809778257791,127,0.4251968503937008,63.5,True,67.19102119282307,291,-0.10719368070319912,True,0.1365728052847064,-0.03454993939318202,,5,-4.532987784040585,68,0.23529411764705882,34.0,False,0.22227749689324972,-0.048115289689929605,136.1965438048315,5,26.531255015160088,48.5,0.38144329896907214,5,
295,26.531255015160088,TrialState.COMPLETE,6.0,1430,1500,31.30865504694295,96,0.4270833333333333,48.0,True,-0.10259837206924127,-0.10719368070319912,-1.814501419185337,3,52.81809778257791,127,0.4251968503937008,63.5,True,67.19102119282307,291,-0.10719368070319912,True,0.1365728052847064,-0.03454993939318202,,5,-4.532987784040585,68,0.23529411764705882,34.0,False,0.22227749689324972,-0.048115289689929605,136.1965438048315,5,26.531255015160088,48.5,0.38144329896907214,5,
296,-1000000.0,TrialState.COMPLETE,6.0,1440,1500,30.93269173378056,85,0.4,42.5,True,-0.09759073833209408,-0.0975907383320941,-7.94885119354837,3,43.21760724526881,117,0.41025641025641024,58.5,True,-7.94885119354837,259,-0.0975907383320941,False,0.1452320690131026,-0.03795978226789353,,5,-4.795746392676886,57,0.2631578947368421,28.5,False,0.1694901623337397,-0.038907840144257674,,5,23.11818419545749,43.166666666666664,0.3745173745173745,4,['overfit']
297,14.822642437831448,TrialState.COMPLETE,6.0,1430,1510,26.424716301912756,99,0.42424242424242425,49.5,True,-0.10562075160440965,-0.11064957082259676,-1.5778732363657246,3,22.529968292762714,136,0.4264705882352941,68.0,True,66.5927161833728,308,-0.11064957082259676,True,0.12943956687448344,-0.03814559718195947,,5,-4.48675728118113,73,0.2602739726027397,36.5,False,0.18448696295557876,-0.08458215381574234,134.76330560311132,5,14.822642437831448,51.333333333333336,0.38636363636363635,5,
298,26.531255015160088,TrialState.COMPLETE,6.0,1430,1500,31.30865504694295,96,0.4270833333333333,48.0,True,-0.10259837206924127,-0.10719368070319912,-1.814501419185337,3,52.81809778257791,127,0.4251968503937008,63.5,True,67.19102119282307,291,-0.10719368070319912,True,0.1365728052847064,-0.03454993939318202,,5,-4.532987784040585,68,0.23529411764705882,34.0,False,0.22227749689324972,-0.048115289689929605,136.1965438048315,5,26.531255015160088,48.5,0.38144329896907214,5,
299,26.531255015160088,TrialState.COMPLETE,6.0,1430,1500,31.30865504694295,96,0.4270833333333333,48.0,True,-0.10259837206924127,-0.10719368070319912,-1.814501419185337,3,52.81809778257791,127,0.4251968503937008,63.5,True,67.19102119282307,291,-0.10719368070319912,True,0.1365728052847064,-0.03454993939318202,,5,-4.532987784040585,68,0.23529411764705882,34.0,False,0.22227749689324972,-0.048115289689929605,136.1965438048315,5,26.531255015160088,48.5,0.38144329896907214,5,
300,26.531255015160088,TrialState.COMPLETE,6.0,1430,1500,31.30865504694295,96,0.4270833333333333,48.0,True,-0.10259837206924127,-0.10719368070319912,-1.814501419185337,3,52.81809778257791,127,0.4251968503937008,63.5,True,67.19102119282307,291,-0.10719368070319912,True,0.1365728052847064,-0.03454993939318202,,5,-4.532987784040585,68,0.23529411764705882,34.0,False,0.22227749689324972,-0.048115289689929605,136.1965438048315,5,26.531255015160088,48.5,0.38144329896907214,5,
301,26.531255015160088,TrialState.COMPLETE,6.0,1430,1500,31.30865504694295,96,0.4270833333333333,48.0,True,-0.10259837206924127,-0.10719368070319912,-1.814501419185337,3,52.81809778257791,127,0.4251968503937008,63.5,True,67.19102119282307,291,-0.10719368070319912,True,0.1365728052847064,-0.03454993939318202,,5,-4.532987784040585,68,0.23529411764705882,34.0,False,0.22227749689324972,-0.048115289689929605,136.1965438048315,5,26.531255015160088,48.5,0.38144329896907214,5,
302,26.531255015160088,TrialState.COMPLETE,6.0,1430,1500,31.30865504694295,96,0.4270833333333333,48.0,True,-0.10259837206924127,-0.10719368070319912,-1.814501419185337,3,52.81809778257791,127,0.4251968503937008,63.5,True,67.19102119282307,291,-0.10719368070319912,True,0.1365728052847064,-0.03454993939318202,,5,-4.532987784040585,68,0.23529411764705882,34.0,False,0.22227749689324972,-0.048115289689929605,136.1965438048315,5,26.531255015160088,48.5,0.38144329896907214,5,
303,26.531255015160088,TrialState.COMPLETE,6.0,1430,1500,31.30865504694295,96,0.4270833333333333,48.0,True,-0.10259837206924127,-0.10719368070319912,-1.814501419185337,3,52.81809778257791,127,0.4251968503937008,63.5,True,67.19102119282307,291,-0.10719368070319912,True,0.1365728052847064,-0.03454993939318202,,5,-4.532987784040585,68,0.23529411764705882,34.0,False,0.22227749689324972,-0.048115289689929605,136.1965438048315,5,26.531255015160088,48.5,0.38144329896907214,5,
304,26.531255015160088,TrialState.COMPLETE,6.0,1430,1500,31.30865504694295,96,0.4270833333333333,48.0,True,-0.10259837206924127,-0.10719368070319912,-1.814501419185337,3,52.81809778257791,127,0.4251968503937008,63.5,True,67.19102119282307,291,-0.10719368070319912,True,0.1365728052847064,-0.03454993939318202,,5,-4.532987784040585,68,0.23529411764705882,34.0,False,0.22227749689324972,-0.048115289689929605,136.1965438048315,5,26.531255015160088,48.5,0.38144329896907214,5,
305,-1000000.0,TrialState.COMPLETE,5.5,1430,1500,24.09761231065257,112,0.4107142857142857,56.0,True,-0.06949033669140359,-0.07624761663166248,-9.737169047614664,3,10.037392714053432,157,0.40764331210191085,78.5,True,-0.02018592372195105,356,-0.10242572952687401,False,0.11233451829813101,-0.03485558918864961,,5,-4.691100739811179,87,0.2988505747126437,43.5,False,0.1187779828014861,-0.10242572952687401,9.696797200170762,5,9.814634761631607,59.333333333333336,0.38202247191011235,4,['overfit']
306,-1000000.0,TrialState.COMPLETE,5.5,1430,1500,24.09761231065257,112,0.4107142857142857,56.0,True,-0.06949033669140359,-0.07624761663166248,-9.737169047614664,3,10.037392714053432,157,0.40764331210191085,78.5,True,-0.02018592372195105,356,-0.10242572952687401,False,0.11233451829813101,-0.03485558918864961,,5,-4.691100739811179,87,0.2988505747126437,43.5,False,0.1187779828014861,-0.10242572952687401,9.696797200170762,5,9.814634761631607,59.333333333333336,0.38202247191011235,4,['overfit']
307,26.531255015160088,TrialState.COMPLETE,6.0,1430,1500,31.30865504694295,96,0.4270833333333333,48.0,True,-0.10259837206924127,-0.10719368070319912,-1.814501419185337,3,52.81809778257791,127,0.4251968503937008,63.5,True,67.19102119282307,291,-0.10719368070319912,True,0.1365728052847064,-0.03454993939318202,,5,-4.532987784040585,68,0.23529411764705882,34.0,False,0.22227749689324972,-0.048115289689929605,136.1965438048315,5,26.531255015160088,48.5,0.38144329896907214,5,
308,-1000000.0,TrialState.COMPLETE,5.5,1430,1500,24.09761231065257,112,0.4107142857142857,56.0,True,-0.06949033669140359,-0.07624761663166248,-9.737169047614664,3,10.037392714053432,157,0.40764331210191085,78.5,True,-0.02018592372195105,356,-0.10242572952687401,False,0.11233451829813101,-0.03485558918864961,,5,-4.691100739811179,87,0.2988505747126437,43.5,False,0.1187779828014861,-0.10242572952687401,9.696797200170762,5,9.814634761631607,59.333333333333336,0.38202247191011235,4,['overfit']
