strategy,trial_id,p_min_prev_body_pct,p_max_day_decline_pct,p_entry_hhmm_start,p_entry_hhmm_end,p_gap_sl_limit_pct,train_calmar,train_sharpe,train_mdd,train_profit_factor,train_win_rate,train_total_trades,train_total_return,test_calmar,test_sharpe,test_mdd,test_profit_factor,test_win_rate,test_total_trades,test_total_return,overfit_ratio,monthly_trades,gates_passed,gate_calmar_ok,pass_stage1,error,pass_stage1_v1,gates_passed_v2,pass_stage1_v2
closing_drift,156,2.0,-3.5,1360,1510,-2.5,2.571089482699484,0.0832151022495539,-0.1479395170124557,1.25751284097571,0.4392523364485981,321,0.176393504109062,-1.2158581166843607,-0.0228143169194702,-0.0783323706531172,0.9156686483189828,0.404040404040404,99,-0.0149791222380573,-0.4728960718270238,49.5,4,False,False,,False,4,False
closing_drift,157,2.25,-1.0,1420,1440,-2.0,2.2928860705645846,0.0607370016318217,-0.0765321320806275,1.3389739985015363,0.4601769911504424,113,0.0848911175076652,-0.2411311031064934,-0.0030227832651505,-0.0425940384681278,0.980881677946252,0.4,25,-0.0015555607295879,-0.1051648863857936,12.5,3,False,False,,False,3,False
closing_drift,158,2.5,-2.5,1360,1470,-3.0,4.108520149384112,0.1029827168039154,-0.1095483106047431,1.457126329058264,0.4533333333333333,225,0.2059703856050383,-2.534820106068889,-0.0614334111777,-0.057035309306161,0.7780936275221254,0.3333333333333333,57,-0.023272255163145,-0.6169666969867172,28.5,3,False,False,,False,3,False
closing_drift,159,1.5,-3.0,1330,1360,-3.5,6.040660416352848,0.1354153362544037,-0.1163665505290876,1.516639141971881,0.4600638977635782,313,0.3077235676595007,-3.423369790901072,-0.0799562471738078,-0.0535983057047566,0.7275561646715683,0.3108108108108108,74,-0.0301052480561945,-0.5667211124190275,37.0,3,False,False,,False,3,False
closing_drift,160,1.75,-4.5,1450,1500,-4.0,2.293282078689705,0.0731919155535951,-0.1331136008383308,1.2579486263256994,0.4456521739130434,276,0.1436912789297271,-0.4459924417730072,-0.0028717728757501,-0.052703298944156,0.9829603273717152,0.3246753246753247,77,-0.0035803422404036,-0.1944777949112263,38.5,3,False,False,,False,3,False
closing_drift,161,1.25,-3.5,1450,1480,-3.0,0.1175746671163299,0.0098308525557277,-0.164472924387911,1.0257022357559078,0.4320987654320987,324,0.009699366430919,-2.3921734255156237,-0.0347960134408532,-0.052466096762372,0.8647005312184121,0.3181818181818182,88,-0.0200201399661116,-20.34599360718389,44.0,3,False,False,,False,3,False
closing_drift,162,2.75,-1.0,1420,1420,-4.5,,0.0,0.0,,0.0,0,0.0,,0.0,0.0,,0.0,0,0.0,,0.0,1,False,False,,False,1,False
closing_drift,163,1.25,-3.0,1330,1440,-4.0,1.1728344162744413,0.0456443778687766,-0.1646234409839152,1.1254937719331957,0.4306569343065693,411,0.0930456497548213,-2.262788313912832,-0.0440536525484996,-0.0591598970827817,0.8413308674350287,0.3775510204081632,98,-0.0214383246273907,-1.9293331458507803,49.0,4,False,False,,False,4,False
closing_drift,164,1.5,-5.0,1450,1500,-4.0,1.5141522095814166,0.051321352426693,-0.1314372990420635,1.166616536981253,0.4466666666666666,300,0.0957848729000279,-1.825043954618056,-0.0249481327538367,-0.0536867219817617,0.8964570968340768,0.3292682926829268,82,-0.0154294600772469,-1.2053239714404833,41.0,3,False,False,,False,3,False
closing_drift,165,1.5,-5.0,1300,1500,-3.0,1.3782883725937252,0.0521970280228812,-0.1706026369425721,1.141499461713879,0.4147982062780269,446,0.1123001120924478,-1.2099848284376498,-0.0191610021951024,-0.0707886884231671,0.929538530645443,0.3947368421052631,114,-0.0134121215420013,-0.8778894551367692,57.0,4,False,False,,False,4,False
closing_drift,166,1.0,-1.5,1300,1330,-3.0,-0.0510488380539302,0.002083411093121,-0.157805503751981,1.0049669890067905,0.3892617449664429,298,-0.0040680054173131,-2.501825414835834,-0.0596721429122716,-0.0614632455904686,0.802160271451291,0.375,72,-0.0248628777915221,,36.0,4,False,False,,False,4,False
closing_drift,167,2.25,-1.5,1390,1430,-4.0,2.443014432392073,0.0750266150803981,-0.1064489363449539,1.3227340940652843,0.4438202247191011,178,0.1235524361400051,-0.907524827874574,-0.017612517897789,-0.0482135065752564,0.925796825752882,0.4,45,-0.0067239623236067,-0.3714774730110672,22.5,4,False,False,,False,4,False
closing_drift,168,0.5,-3.0,1480,1480,-4.5,,0.0,0.0,,0.0,0,0.0,,0.0,0.0,,0.0,0,0.0,,0.0,1,False,False,,False,1,False
closing_drift,169,0.75,-2.0,1390,1350,-5.0,,0.0,0.0,,0.0,0,0.0,,0.0,0.0,,0.0,0,0.0,,0.0,1,False,False,,False,1,False
closing_drift,170,1.0,-4.0,1480,1510,-3.0,0.3431453307366767,0.0179627047444177,-0.1549912003605794,1.0468696046512664,0.4250681198910082,367,0.0264588280845337,-1.3168721956210865,-0.0256149413267936,-0.0959678902959514,0.9011592541263383,0.3673469387755102,98,-0.0201671237377525,-3.8376515069984425,49.0,4,False,False,,False,4,False
closing_drift,171,0.75,-3.5,1300,1500,-2.0,-0.3834666885523603,-0.0110207680132799,-0.2077867650111289,0.9702037280744014,0.3927335640138408,578,-0.0409825797068631,-1.4791916667838527,-0.0261663296208556,-0.0796745162992856,0.9201628238648502,0.4228187919463087,149,-0.0187315005692249,,74.5,4,False,False,,False,4,False
closing_drift,172,2.75,-3.5,1480,1490,-2.0,,0.0,0.0,,0.0,0,0.0,,0.0,0.0,,0.0,0,0.0,,0.0,1,False,False,,False,1,False
closing_drift,173,2.25,-1.5,1360,1510,-2.0,3.243417975416046,0.0894690992198241,-0.1002228175124704,1.369096985313633,0.457286432160804,199,0.1524008633578961,-2.444909715376816,-0.0752472996839964,-0.0750340910383781,0.7635297007775644,0.3559322033898305,59,-0.0300989355424048,-0.753806550345457,29.5,4,False,False,,False,4,False
closing_drift,174,1.5,-5.0,1420,1360,-3.5,,0.0,0.0,,0.0,0,0.0,,0.0,0.0,,0.0,0,0.0,,0.0,1,False,False,,False,1,False
closing_drift,175,3.0,-3.5,1360,1350,-4.0,,0.0,0.0,,0.0,0,0.0,,0.0,0.0,,0.0,0,0.0,,0.0,1,False,False,,False,1,False
closing_drift,176,1.25,-4.0,1420,1350,-4.0,,0.0,0.0,,0.0,0,0.0,,0.0,0.0,,0.0,0,0.0,,0.0,1,False,False,,False,1,False
closing_drift,177,0.5,-2.0,1390,1520,-1.5,-0.5644228317164511,-0.0233027495025269,-0.2017287917966808,0.9417851518452166,0.40625,480,-0.0591015276099489,-3.237100142767084,-0.1685734461391607,-0.1414323186073699,0.6272312596040827,0.3453237410071942,139,-0.0881797163397635,,69.5,3,False,False,,False,3,False
closing_drift,178,1.5,-5.0,1330,1420,-3.0,0.7465602403721008,0.0341515530520895,-0.1786941077621623,1.0931967235333673,0.4221635883905013,379,0.0651445583685566,-2.85441775431251,-0.059572168590312,-0.0620942526826075,0.7931519544106932,0.3333333333333333,87,-0.0289904570628591,-3.8234258937896426,43.5,3,False,False,,False,3,False
closing_drift,179,2.25,-4.5,1450,1400,-3.0,,0.0,0.0,,0.0,0,0.0,,0.0,0.0,,0.0,0,0.0,,0.0,1,False,False,,False,1,False
closing_drift,180,3.0,-3.5,1390,1360,-1.0,,0.0,0.0,,0.0,0,0.0,,0.0,0.0,,0.0,0,0.0,,0.0,1,False,False,,False,1,False
closing_drift,181,1.25,-4.0,1360,1370,-4.5,,0.0,0.0,,0.0,0,0.0,,0.0,0.0,,0.0,0,0.0,,0.0,1,False,False,,False,1,False
closing_drift,182,0.5,-4.0,1480,1420,-3.0,,0.0,0.0,,0.0,0,0.0,,0.0,0.0,,0.0,0,0.0,,0.0,1,False,False,,False,1,False
closing_drift,183,2.25,-4.5,1390,1420,-2.0,0.8913378657271602,0.0364703053312384,-0.1418211695434256,1.1154571666898412,0.421455938697318,261,0.0618263682560129,-0.3965315875713303,-0.003982713765419,-0.0590281891643997,0.9775905656989315,0.3387096774193548,62,-0.0035651510362338,-0.4448723686251529,31.0,3,False,False,,False,3,False
closing_drift,184,1.5,-1.0,1420,1480,-1.5,1.7378716852812757,0.0513299665360154,-0.089135485261125,1.2332705130433663,0.453416149068323,161,0.075279897208905,-2.168306931318794,-0.0504459746300611,-0.0495208962504333,0.8138602065458554,0.3488372093023256,43,-0.0169828491005575,-1.2476795322019716,21.5,3,False,False,,False,3,False
closing_drift,185,0.75,-5.0,1390,1430,-3.0,-0.9731982411483912,-0.0633663394058723,-0.2852045704081006,0.8520869267118409,0.3814432989690721,485,-0.1511315273878067,-0.7205242383689047,-0.0071277143128568,-0.0689746926101479,0.9664643255215604,0.3898305084745763,118,-0.007657296749995,,59.0,4,False,False,,False,4,False
closing_drift,186,0.5,-4.5,1330,1510,-5.0,-0.3095755079661439,-0.0077241658858764,-0.2125390386452341,0.9797597185026278,0.4050235478806907,637,-0.0337191779172685,-2.3786084071002898,-0.0763875314991076,-0.1254567755819785,0.7918701215575651,0.4046242774566474,173,-0.0520397751517462,,86.5,4,False,False,,False,4,False
closing_drift,187,3.0,-3.0,1420,1340,-4.0,,0.0,0.0,,0.0,0,0.0,,0.0,0.0,,0.0,0,0.0,,0.0,1,False,False,,False,1,False
closing_drift,188,2.25,-1.0,1450,1470,-3.0,1.7994302391128263,0.0497598878122859,-0.0759277375805677,1.3190255621305025,0.4285714285714285,91,0.0666688836267141,-2.9924765932148474,-0.0738410759662861,-0.0429865980263176,0.6588533337256789,0.2307692307692307,26,-0.0205495904310941,-1.6630133962238118,13.0,2,False,False,,False,2,False
closing_drift,189,1.0,-2.0,1450,1480,-4.5,-0.6025649639449432,-0.021977305084739,-0.1444153228121061,0.933593677754574,0.4178082191780822,292,-0.0448450630731168,-4.490548192638298,-0.1761668996323065,-0.0833092360540509,0.491052958965173,0.2285714285714285,70,-0.0682190962573822,,35.0,3,False,False,,False,3,False
closing_drift,190,2.25,-2.5,1390,1430,-2.5,2.2106527009477657,0.0703594009158444,-0.1247702165913128,1.269710342065271,0.423728813559322,236,0.1306159882147899,-1.353520761888003,-0.0267305588538178,-0.0497670411172145,0.89172509346562,0.3571428571428571,56,-0.0104607653127232,-0.6122720051447759,28.0,4,False,False,,False,4,False
closing_drift,191,3.0,-4.5,1480,1380,-2.5,,0.0,0.0,,0.0,0,0.0,,0.0,0.0,,0.0,0,0.0,,0.0,1,False,False,,False,1,False
closing_drift,192,2.0,-1.5,1360,1450,-1.0,3.4750669963630503,0.0935696240427396,-0.100159421369303,1.3797755316273963,0.4705882352941176,204,0.1624370507112429,-0.9032627080768496,-0.0163523929387954,-0.0478282414257674,0.9372541249787976,0.3846153846153846,52,-0.0066372891234712,-0.2599267032900919,26.0,4,False,False,,False,4,False
closing_drift,193,0.5,-1.5,1300,1430,-3.0,-0.593025909730056,-0.026610315311365,-0.2071220457013163,0.9285148906127684,0.3651551312649164,419,-0.0639127252577148,-1.5646174646805244,-0.0256635698629987,-0.0571493808184426,0.9119036020139558,0.4141414141414141,99,-0.0140255740422398,,49.5,4,False,False,,False,4,False
closing_drift,194,1.75,-4.5,1480,1450,-1.0,,0.0,0.0,,0.0,0,0.0,,0.0,0.0,,0.0,0,0.0,,0.0,1,False,False,,False,1,False
