strategy,trial_id,p_max_prev_return_pct,p_vol_mult,p_vol_lookback_days,p_entry_hhmm_min,train_calmar,train_sharpe,train_mdd,train_profit_factor,train_win_rate,train_total_trades,train_total_return,test_calmar,test_sharpe,test_mdd,test_profit_factor,test_win_rate,test_total_trades,test_total_return,overfit_ratio,monthly_trades,gates_passed,gate_calmar_ok,pass_stage1,error,pass_stage1_v1,gates_passed_v2,pass_stage1_v2
post_drop_rebound,15,-6.5,1.75,9,1470,-0.4831040811664148,-0.0183514100282577,-0.0295756565164138,0.7589258699477035,0.5,4,-0.007226459715524,194.3906144886465,0.1745486160608669,-0.0059840379328876,12.220842679470367,0.8,10,0.1233929300928724,,5.0,3,True,False,,True,3,False
post_drop_rebound,16,-4.5,4.0,8,1450,400.4630474349981,0.0707713738784339,-2.999467200487852e-05,inf,1.0,1,0.0060356176512483,,0.0,0.0,,0.0,0,0.0,,0.0,1,False,False,,False,1,False
post_drop_rebound,17,-5.5,2.75,6,1470,0.6487041363244097,0.0176267353714159,-0.0170686534491676,1.3324203602838518,0.6666666666666666,3,0.0055649515130549,,0.0,0.0,,0.0,0,0.0,,0.0,1,False,False,,False,1,False
post_drop_rebound,18,-3.0,4.0,4,1450,-1.3267377093783943,-0.0558865312011084,-0.0187134117630223,0.3344114621112484,0.5,4,-0.0125904340063761,,0.0,0.0,,0.0,0,0.0,,0.0,1,False,False,,False,1,False
post_drop_rebound,19,-4.0,2.25,5,1500,-0.0051502617332805,0.0010321161750944,-0.0287717981324391,1.003672842445135,0.625,8,-7.468191520243472e-05,17597.988350007938,0.2079291750489736,-5.393031586154332e-05,inf,1.0,5,0.1058697325628024,,2.5,2,True,False,,False,2,False
post_drop_rebound,20,-5.0,2.5,6,1480,-0.5787484150056597,-0.0228288241804506,-0.0315364713804802,0.7099194414114761,0.5,4,-0.0092402899412664,21217.52590553441,0.1624044647162533,-2.9993478907907653e-05,inf,1.0,2,0.0770916783957422,,1.0,2,True,False,,False,2,False
post_drop_rebound,21,-8.0,2.25,3,1480,725.1140163852299,0.0709285452788414,-2.9994135300070048e-05,inf,1.0,1,0.0109023982972999,89.92363892988237,0.1192309513363375,-0.0045638543603401,12.10576727345977,0.5,2,0.0532216935883238,0.1240131026264824,1.0,2,True,False,,False,2,False
post_drop_rebound,22,-5.0,2.5,4,1460,1538.7570180131638,0.1002141042078156,-2.9994135300070048e-05,inf,1.0,2,0.0229996961261593,10210.064618915276,0.1493771910900556,-5.385206010131462e-05,inf,1.0,3,0.0683012976453163,6.635267621458822,1.5,3,True,False,,True,3,False
post_drop_rebound,23,-3.5,2.75,6,1500,-1.1010877525623417,-0.0314313043647637,-0.0264918281070597,0.6926763738110415,0.375,8,-0.0148085959692659,,0.0,0.0,,0.0,0,0.0,,0.0,1,False,False,,False,1,False
post_drop_rebound,24,-5.0,4.0,10,1450,400.4630474349981,0.0707713738784339,-2.999467200487852e-05,inf,1.0,1,0.0060356176512483,,0.0,0.0,,0.0,0,0.0,,0.0,1,False,False,,False,1,False
post_drop_rebound,25,-6.0,2.0,6,1470,2.3560895445267183,0.0521883297019709,-0.0170686534491676,2.186916118995472,0.75,4,0.0200690315420655,123.92256722051388,0.1699323387851567,-0.0059453613559499,9.029872725557723,0.6666666666666666,6,0.0868044510497803,52.59671369808101,3.0,4,True,False,,True,4,False
post_drop_rebound,26,-3.5,3.0,9,1480,-1.1059075469253972,-0.0347420569445728,-0.024304682178933,0.6112228473221537,0.3333333333333333,6,-0.0136375610333004,4205.30255735277,0.1296508370651005,-2.9863041000068187e-05,inf,1.0,1,0.0179991414557498,,0.5,2,True,False,,False,2,False
post_drop_rebound,27,-6.5,2.0,10,1440,-0.2027741649243628,-0.0051054042218137,-0.0231225950539425,0.901277657176072,0.6666666666666666,3,-0.0023656924823276,126.7692734311468,0.1709247561114121,-0.0059419329092624,9.17265871995527,0.6666666666666666,6,0.0883542380578237,,3.0,3,True,False,,True,3,False
post_drop_rebound,28,-8.0,1.75,5,1450,-0.0377389325452311,-0.0002658796903988,-0.0191113835914865,0.9855909096407252,0.6666666666666666,3,-0.0003635487276297,201.4406078522316,0.1742804974882813,-0.0045270355498444,21.63464711621729,0.8,5,0.1026664156172751,,2.5,2,True,False,,False,2,False
