strategy,trial_id,p_vol_lookback_bars,p_volume_mult,p_entry_window_start_bar,p_entry_window_end_bar,p_take_profit_pct,p_stop_loss_pct,train_calmar,train_sharpe,train_mdd,train_profit_factor,train_win_rate,train_total_trades,train_total_return,test_calmar,test_sharpe,test_mdd,test_profit_factor,test_win_rate,test_total_trades,test_total_return,overfit_ratio,monthly_trades,gates_passed,gate_calmar_ok,pass_stage1,error,pass_stage1_v1,gates_passed_v2,pass_stage1_v2
volume_surge,32,30,5.5,45,120,3.0,-1.0,-1.390034787636012,-0.4868057558986514,-0.5548424134006952,0.534886268031241,0.2407407407407407,918,-0.5245136124000902,-3.094603337446856,-0.8212535078113714,-0.2897098558244108,0.3035584636513825,0.1650943396226415,212,-0.2897098558244108,,106.0,2,False,False,,False,2,False
volume_surge,33,25,5.0,20,300,2.5,-2.0,-1.4357401507262302,-0.3613623451841519,-0.4398635862414108,0.769701718432051,0.4559896951481322,2329,-0.3953827235550309,-3.0027079859103645,-0.3573320194399528,-0.2615235895152514,0.7182626296945992,0.4374057315233786,663,-0.2070406419511373,,331.5,3,False,False,,False,3,False
volume_surge,34,20,7.0,55,210,4.5,-1.0,-1.353819843467707,-0.2830234213600159,-0.4651114152063795,0.7035917533869469,0.2009646302250803,1244,-0.3938524917878984,-3.2036331189667093,-0.5852447442919578,-0.2678529875555465,0.4380744293307942,0.1734317343173431,271,-0.2550569332783834,,135.5,2,False,False,,False,2,False
volume_surge,35,20,2.5,20,150,1.5,-1.75,-1.3517757786430833,-0.736163436186054,-0.6419862219666698,0.6343119552891608,0.5042038216560509,3925,-0.6393440706997637,-1.9680051578435271,-1.2329757886364576,-0.5030737847203678,0.3861835671720726,0.4252683732452518,1211,-0.5010321494927016,,605.5,3,False,False,,False,3,False
volume_surge,36,5,6.5,45,150,2.5,-3.0,-0.244516991088481,-0.0162135471468882,-0.2109495667453017,0.9868095548733968,0.5892857142857143,1008,-0.0263364525857242,-2.7846945306768607,-0.1955586786942062,-0.1797481893730446,0.7736002723558844,0.5227272727272727,264,-0.0993929889431967,,132.0,3,False,False,,False,3,False
volume_surge,37,5,7.5,55,60,2.5,-2.75,0.557918676466929,0.0156807476205035,-0.0374181237119753,1.0741412745948171,0.5689655172413793,58,0.0104670632903578,-4.716005807658434,-0.2531662250682863,-0.0730190041900216,0.3100799846543837,0.3125,16,-0.0616723638067968,-8.452855239625553,8.0,2,False,False,,False,2,False
volume_surge,38,5,4.5,10,300,2.5,-2.0,-1.5064511109911458,-0.3669997232923129,-0.3994930957317991,0.7842875530964125,0.4583050847457627,2950,-0.3712840416986359,-2.5984735991973014,-0.5005562239501339,-0.342972737204935,0.6633766716199803,0.43042071197411,927,-0.284307639434921,,463.5,3,False,False,,False,3,False
volume_surge,39,30,5.5,20,300,2.0,-1.25,-1.3426965403178208,-0.6716019857266524,-0.653969739307336,0.6169205658922159,0.362629246676514,2708,-0.6537374104505295,-2.557786824141137,-0.7810950736121633,-0.3705746247435159,0.4981643212251043,0.3422619047619047,672,-0.3594264916532314,,336.0,2,False,False,,False,2,False
volume_surge,40,10,8.0,40,240,2.5,-2.75,-0.5248494393676131,-0.0408394304512782,-0.2275142849752473,0.9596627534810032,0.5578551269990593,1063,-0.0620762401647985,-2.5076774999123286,-0.1554449067792723,-0.172336930995162,0.8078250816889045,0.4810606060606061,264,-0.0817980501717128,,132.0,3,False,False,,False,3,False
volume_surge,41,5,7.0,35,210,4.0,-1.5,-1.3011955309214407,-0.1536777589005235,-0.2897100745850934,0.8579620230162095,0.3108952116585704,1441,-0.2121578163064933,-3.0194965082645946,-0.4443352009929281,-0.2734572958107963,0.5570340905004693,0.2443820224719101,356,-0.2315931911339236,,178.0,2,False,False,,False,2,False
volume_surge,42,20,7.5,5,360,1.5,-3.0,-1.1742334714567977,-0.1600585471395069,-0.3406386691347309,0.8584132046134298,0.6709829311359623,1699,-0.2269649843140703,-3.376847713534578,-0.309336516973045,-0.2019924665210417,0.7183769088333876,0.6043956043956044,455,-0.158703610430379,,227.5,3,False,False,,False,3,False
volume_surge,43,20,7.5,30,90,2.5,-2.25,0.1960084671898535,0.0141320260613631,-0.1493698098914225,1.031354820092733,0.5269461077844312,334,0.0146494499914158,-4.173287731460326,-0.2188872219943695,-0.1021202496463523,0.631214314909365,0.4444444444444444,63,-0.0803443875987893,-21.291364558338618,31.5,4,False,False,,False,4,False
volume_surge,44,10,6.0,40,120,4.0,-2.5,2.063416622348594,0.108273135021631,-0.1951688682154441,1.1800775450456082,0.4682539682539682,756,0.1859541080258042,-3.2484069122229657,-0.3517193465087876,-0.2245056442997028,0.5915490304324706,0.3419689119170984,193,-0.1788428195471221,-1.57428552093644,96.5,2,False,False,,False,2,False
volume_surge,45,15,5.5,20,90,4.5,-1.0,-0.8953777053876667,-0.0705644895710111,-0.2464323188102848,0.9020326099075532,0.2182741116751269,788,-0.1180648826168496,-3.60047825374069,-0.4963991586497765,-0.2141476104457756,0.4525869592577012,0.1516853932584269,178,-0.1993225739462353,,89.0,2,False,False,,False,2,False
volume_surge,46,5,2.0,55,300,1.0,-2.75,-1.4255914804563434,-0.658225342640595,-0.5560174074488745,0.6674382858078012,0.6953210010881393,5514,-0.5474811815883074,-2.0277908776717317,-0.996620974454738,-0.486875157029657,0.4507544193107339,0.6470304200869146,2071,-0.4821982278564926,,1035.5,3,False,False,,False,3,False
volume_surge,47,10,3.0,35,270,4.5,-2.25,-0.5810813687968994,-0.0558478982639976,-0.2452215446942787,0.9626487149002628,0.3838958926392842,2459,-0.0745483461280036,-2.524803097688804,-0.499329035375017,-0.354147082991989,0.6487122355731605,0.3285077951002227,898,-0.2872642348523962,,449.0,2,False,False,,False,2,False
volume_surge,48,20,2.0,15,240,1.0,-1.5,-1.1440998492021528,-1.487052171936218,-0.8549636912497273,0.4810271113756793,0.5298416565164433,7389,-0.8544548756570459,-1.4599136694732622,-2.013749886066863,-0.6846469930882032,0.3139182190638714,0.4787107043374453,2513,-0.6846469930882033,,1256.5,3,False,False,,False,3,False
volume_surge,49,15,8.0,40,180,4.0,-1.0,-1.4829535817463368,-0.2988840844694508,-0.4301790319025215,0.6788976182862175,0.2,940,-0.4007030035078144,-3.5745194348042686,-0.5011830595714637,-0.2111402254647418,0.4608714406583263,0.1861702127659574,188,-0.1909718494309771,,94.0,2,False,False,,False,2,False
volume_surge,50,30,7.5,40,120,2.5,-2.0,-0.6031208267431991,-0.0321911247395009,-0.1719397990085576,0.9489419993636304,0.4878587196467991,453,-0.053680246776223,-3.915020685886674,-0.337954240844693,-0.1521971390860682,0.5418032458148956,0.4166666666666667,96,-0.1276950882035183,,48.0,3,False,False,,False,3,False
volume_surge,51,10,2.0,50,300,1.0,-1.75,-1.238773795564247,-1.130444801087191,-0.7593581826936232,0.5738303850583533,0.5779061371841155,6925,-0.7591436610042507,-1.611230415930916,-1.5765665872620394,-0.619615172549131,0.3872843753039433,0.5249709639953543,2583,-0.6191982707060434,,1291.5,3,False,False,,False,3,False
