strategy,trial_id,p_rsi_period,p_oversold_threshold,p_entry_window_end_bar,p_take_profit_pct,p_stop_loss_pct,train_calmar,train_sharpe,train_mdd,train_profit_factor,train_win_rate,train_total_trades,train_total_return,test_calmar,test_sharpe,test_mdd,test_profit_factor,test_win_rate,test_total_trades,test_total_return,overfit_ratio,monthly_trades,gates_passed,gate_calmar_ok,pass_stage1,error,pass_stage1_v1,gates_passed_v2,pass_stage1_v2
rsi_oversold,43,17,30.0,240,2.75,-3.0,-0.7553075159292486,-0.0998144617730787,-0.2875330416856602,0.9368988492561714,0.5335542667771334,2414,-0.1160857503079232,-2.379827147601297,-0.534981489787581,-0.3871153598394765,0.6282610345554039,0.4588131089459699,1129,-0.3183727889649053,,564.5,3,False,False,,False,3,False
rsi_oversold,44,9,15.0,240,3.75,-1.75,-1.3593103545041203,-0.4044903034089213,-0.4893757631735103,0.7354738585931405,0.3289581624282198,2438,-0.4238997025131785,-2.7515341984234096,-0.523947762069558,-0.3260361141742429,0.6746235776309072,0.2915936952714535,1142,-0.2902934464322794,,571.0,2,False,False,,False,2,False
rsi_oversold,45,9,22.5,150,1.75,-1.0,-1.089619446868029,-1.7425222720919136,-0.9093773824275392,0.4196557855652857,0.2885120129214617,4953,-0.9062404755346176,-1.4275891719001583,-2.0973068388327456,-0.7002419954494625,0.2944351874701928,0.2475949367088607,1975,-0.6998252731456875,,987.5,2,False,False,,False,2,False
rsi_oversold,46,21,20.0,240,1.5,-2.0,-1.4095355058866872,-0.2940791182615981,-0.427929620248303,0.6951880379824842,0.5672727272727273,825,-0.3723713009679829,-2.2901899344108068,-0.9791217909125528,-0.4247109789762522,0.3431052873091233,0.4407582938388625,422,-0.4188904185980016,,211.0,3,False,False,,False,3,False
rsi_oversold,47,21,22.5,90,2.75,-1.0,-1.3922395442525255,-0.4819114226587676,-0.5415454679716465,0.515731238165214,0.2708039492242595,709,-0.5067293085904019,-3.301961447267186,-0.6965994948959947,-0.2625512398962478,0.4290405635793455,0.2761194029850746,268,-0.2622404414627353,,134.0,2,False,False,,False,2,False
rsi_oversold,48,9,15.0,360,3.0,-3.0,-0.9752233892360356,-0.1388040460303406,-0.3089627413282645,0.9101582801363924,0.5215889464594128,2316,-0.16531027330454,-2.8223432054007453,-0.2599002207394566,-0.2763536974852575,0.7913745634475101,0.4773139745916515,1102,-0.2041120322992673,,551.0,3,False,False,,False,3,False
rsi_oversold,49,9,22.5,120,2.5,-1.25,-1.2461866843222944,-0.9527645126633704,-0.7401237967587525,0.5672631680908503,0.3094410270125702,3739,-0.7241226310050467,-1.9212756500598571,-1.2631519022200537,-0.5160168868026079,0.4312647012910959,0.2484725050916497,1473,-0.5119614760147349,,736.5,2,False,False,,False,2,False
rsi_oversold,50,21,22.5,240,1.0,-2.5,-1.3975894494689127,-0.4274617545105648,-0.513670420426784,0.5971409252220784,0.683921568627451,1275,-0.471530018137179,-2.379420826163424,-0.9344102830822956,-0.4071518993189977,0.3668314268858181,0.6006600660066007,606,-0.4071319257006207,,303.0,3,False,False,,False,3,False
rsi_oversold,51,19,15.0,240,2.0,-1.25,-1.4605647660350602,-0.3650180319697184,-0.4473108859617904,0.5980151005323397,0.3531746031746032,504,-0.4136801487328744,-2.719203134759775,-0.841098180613367,-0.3455387230126812,0.3737553680315368,0.2724014336917563,279,-0.345063832052937,,139.5,2,False,False,,False,2,False
rsi_oversold,52,15,30.0,300,3.5,-1.25,-1.3285247595493488,-0.713878247925708,-0.6340994306782731,0.6666282270800817,0.2670123136746598,4629,-0.6059326240398886,-1.9014728321489092,-1.046175992607814,-0.5212519105631819,0.5163108161693255,0.2286121673003802,2104,-0.5097257214302439,,1052.0,2,False,False,,False,2,False
rsi_oversold,53,11,22.5,180,1.75,-3.0,-1.3460161004752176,-0.3114815017017194,-0.4098593015970815,0.788719553000302,0.6197447447447447,2664,-0.3325590823225972,-2.334566142617829,-0.9025024089766808,-0.4149520881439569,0.4713598779687562,0.5259911894273128,1135,-0.406981345121718,,567.5,3,False,False,,False,3,False
rsi_oversold,54,7,27.5,60,1.0,-1.25,-1.0785084597321313,-1.672116917631723,-0.9212164549004228,0.359585631342037,0.4695776664280601,4191,-0.9212164549004228,-1.6612704032725918,-1.643106244065454,-0.6005799432397555,0.2924626278497707,0.4166054371785452,1361,-0.6005799432397555,,680.5,3,False,False,,False,3,False
rsi_oversold,55,11,15.0,300,1.25,-2.5,-1.4029360640351447,-0.49974774238296,-0.5343873382702551,0.6770387644036118,0.6289915966386554,2380,-0.5024536891224101,-2.2562599049485184,-0.9263507082466902,-0.4324256800835396,0.4713759933292206,0.5730337078651685,1068,-0.4289755857357981,,534.0,3,False,False,,False,3,False
rsi_oversold,56,9,17.5,360,1.75,-1.5,-1.234833008165949,-0.9902748622606516,-0.7589162501123912,0.6029330010527042,0.4208986415882967,4785,-0.7520084905070972,-1.729850621390332,-1.0357769151136005,-0.5761351084460972,0.502717450529203,0.3829479768786127,2076,-0.5761351084460972,,1038.0,3,False,False,,False,3,False
rsi_oversold,57,9,22.5,330,3.25,-3.0,-1.0177908041251431,-0.1600354883658636,-0.3134734291634758,0.908576941232595,0.5089820359281437,2839,-0.1760606380061413,-2.3599530004655747,-0.5232353102654443,-0.3948879835279928,0.6512470322425673,0.4328582145536384,1333,-0.3331478366916913,,666.5,3,False,False,,False,3,False
rsi_oversold,58,9,30.0,360,3.25,-1.0,-1.1962778536603642,-1.2551265767416286,-0.8000825627647576,0.5976514573431896,0.2276443867618429,7705,-0.7954994578874582,-1.447904146034122,-1.4055199008690438,-0.6903420382331557,0.4579006763941593,0.1981242672919109,3412,-0.6870631985027481,,1706.0,2,False,False,,False,2,False
rsi_oversold,59,17,25.0,150,3.5,-1.75,-1.3401302744637564,-0.3598760475757241,-0.473244619343831,0.7430890118995223,0.3385057471264368,1740,-0.3976026657471392,-2.3048112164070846,-0.7729530202341698,-0.4159639968002976,0.5020639710304756,0.2902055622732769,827,-0.3816067552982269,,413.5,2,False,False,,False,2,False
rsi_oversold,60,13,25.0,240,1.5,-2.0,-1.3658495532080683,-0.6328226767603742,-0.6049104933402474,0.666409109183406,0.5309863252836776,3437,-0.586011626287529,-1.813104062007198,-1.3075293353471966,-0.5486532707246132,0.4058710479730351,0.463571889103804,1551,-0.5470803196890279,,775.5,3,False,False,,False,3,False
rsi_oversold,61,21,27.5,90,1.0,-1.25,-1.2968424626642985,-0.8017148054959378,-0.6920556858698499,0.4294840688783566,0.4986577181208054,1490,-0.6827047546620202,-2.5164201874418013,-1.091073054358343,-0.3804771575717719,0.3617074892613767,0.4847942754919499,559,-0.3787569643560236,,279.5,3,False,False,,False,3,False
rsi_oversold,62,9,17.5,300,1.75,-1.0,-1.111311108265732,-1.4965384119439054,-0.8874577255064645,0.4824703749779381,0.3007127721055673,5191,-0.884682059473801,-1.4191001902187157,-1.877801910121899,-0.7044544147410524,0.3612568769388135,0.2809954751131222,2210,-0.7044544147410525,,1105.0,2,False,False,,False,2,False
rsi_oversold,63,15,20.0,210,1.25,-2.25,-1.3916496610915332,-0.5246248964341366,-0.5588186683834722,0.6218722723529071,0.5905096660808435,1707,-0.5312966059095988,-2.4169175235644427,-0.888360704319471,-0.3997271885202422,0.4393388213412794,0.5309734513274337,791,-0.3997271885202422,,395.5,3,False,False,,False,3,False
