strategy,trial_id,p_ema_period,p_pullback_lookback_bars,p_proximity_pct,p_entry_window_end_bar,p_take_profit_pct,p_stop_loss_pct,train_calmar,train_sharpe,train_mdd,train_profit_factor,train_win_rate,train_total_trades,train_total_return,test_calmar,test_sharpe,test_mdd,test_profit_factor,test_win_rate,test_total_trades,test_total_return,overfit_ratio,monthly_trades,gates_passed,gate_calmar_ok,pass_stage1,error,pass_stage1_v1,gates_passed_v2,pass_stage1_v2
intraday_pullback,28,15,8,0.5,300,4.0,-1.0,-1.241858538623965,-1.1061400794366023,-0.7543751158124316,0.661474476848494,0.2060290609412275,9222,-0.7513975895320122,-1.3863838964305362,-1.970000413675768,-0.7211425916271276,0.4320451664149453,0.160919540229885,4437,-0.7192506904246061,,2218.5,2,False,False,,False,2,False
intraday_pullback,29,10,12,1.0,270,1.0,-2.75,-1.2416955479583385,-1.2184701290532127,-0.7563017755437914,0.5757573007395625,0.68204833141542,8690,-0.7559391573498405,-1.5693679896391215,-1.6007879725777,-0.6363252554358102,0.4187393747883561,0.615714668812014,3729,-0.629909504862689,,1864.5,3,False,False,,False,3,False
intraday_pullback,30,20,15,0.9,150,1.0,-2.25,-1.1694404002483425,-1.4248352727848048,-0.8295602125623586,0.5251425316276936,0.6342892007321538,8195,-0.8295365666057178,-1.5058644927116052,-1.9579528810273708,-0.6635859390895444,0.3440346180221611,0.5487163625115992,3233,-0.6635164677511176,,1616.5,3,False,False,,False,3,False
intraday_pullback,31,30,4,0.2,270,1.25,-1.0,-1.020840801264384,-3.025531382785396,-0.9791312518898936,0.4037975624906819,0.3589468412391786,13977,-0.9791312518898936,-1.1078987726888658,-3.398026874074923,-0.9026093537562618,0.2784669018857043,0.3239715843383446,6053,-0.9019659518981477,,3026.5,2,False,False,,False,2,False
intraday_pullback,32,40,5,0.4,360,2.75,-1.0,-1.128761619651609,-1.6248338909470832,-0.8706090214773877,0.5833772145027599,0.2556929082628497,10759,-0.8706090214773876,-1.2621058783951005,-2.139423027288462,-0.7923009214682731,0.4149256117548155,0.2123781263247138,4718,-0.7896625259384069,,2359.0,2,False,False,,False,2,False
intraday_pullback,33,15,7,1.3,150,3.0,-2.25,-1.329011135002133,-0.3363204182144028,-0.4275148177459091,0.8599691268788018,0.4429616874730951,4646,-0.345049853243589,-2.1947998597572456,-0.9777494513820638,-0.4449657800189544,0.5846131363189342,0.3632793323514973,2037,-0.4323798757039719,,1018.5,3,False,False,,False,3,False
intraday_pullback,34,35,7,1.2000000000000002,360,3.5,-1.75,-1.4104411314698946,-0.4962293723103012,-0.4979371509013481,0.8148023744185026,0.355506904681711,5938,-0.4570083859986851,-1.7068082459486196,-1.2441063681872386,-0.5838698276085643,0.5337937180841567,0.277183293061788,2897,-0.5747484651506567,,1448.5,2,False,False,,False,2,False
intraday_pullback,35,25,11,1.4,90,1.75,-2.25,-1.339793936166951,-0.761175131843299,-0.6464870198066927,0.6875638837446376,0.5432306255835667,5355,-0.6370656831433237,-1.7811590343087924,-1.3245257655369176,-0.5589677629566577,0.4099997784930168,0.4428429423459245,2012,-0.5589463259898461,,1006.0,3,False,False,,False,3,False
intraday_pullback,36,10,8,0.0,330,3.0,-2.25,-1.4885069464807086,-0.4029728164211227,-0.4142665403562519,0.8419596752400528,0.4470373746581586,5485,-0.3831893974069928,-1.918662240611448,-0.9712755362769896,-0.5155515115539697,0.5846885689419459,0.3629825889477668,2642,-0.4945954161425202,,1321.0,3,False,False,,False,3,False
intraday_pullback,37,30,6,0.0,90,3.75,-3.0,-0.2245011791250762,-0.0202650859693656,-0.2451228939302231,0.9923722487104863,0.4870349492671927,2661,-0.0281228413409541,-2.482744535694199,-0.7261644073625068,-0.3807617284804334,0.5714485543757581,0.3881278538812785,1095,-0.3548574861473202,,547.5,3,False,False,,False,3,False
intraday_pullback,38,15,4,0.1,210,1.25,-1.0,-1.0143288639766357,-3.148151946516343,-0.9856561769964164,0.3878279961491568,0.3637444903099419,14293,-0.9856390290076752,-1.0960472684013471,-3.634745624731344,-0.912369317534276,0.2844948175354758,0.3200601051840721,6655,-0.9117781196645603,,3327.5,2,False,False,,False,2,False
intraday_pullback,39,15,7,1.5,150,3.0,-2.5,-1.2261619309577674,-0.2904715870014102,-0.4131838088617584,0.872846814516388,0.4746317512274959,4277,-0.2995636333104668,-2.285224006505848,-0.8873787232754944,-0.4233338733921818,0.5951639856246422,0.389215162840363,1873,-0.4032710942810762,,936.5,3,False,False,,False,3,False
intraday_pullback,40,35,12,1.5,150,4.0,-1.25,-1.326934620819853,-0.7315377483167906,-0.6430605238235572,0.7150164079621112,0.2492087289688489,6003,-0.6198908487182573,-1.566544441984942,-1.535304627606526,-0.6375274809728043,0.402836579145869,0.1828635014836795,2696,-0.6335335477946881,,1348.0,2,False,False,,False,2,False
intraday_pullback,41,40,9,0.6000000000000001,90,1.25,-1.5,-1.0808662450361437,-1.7295196507794377,-0.9188015284079892,0.4923632052452588,0.4901369518783767,7959,-0.9185672454446536,-1.3615889536164687,-2.144197338563785,-0.73432196707566,0.3160800879981502,0.4077503429355281,2916,-0.7335217354889265,,1458.0,3,False,False,,False,3,False
intraday_pullback,42,20,9,1.3,270,3.75,-3.0,-0.6357418036114875,-0.0648364106569253,-0.229769983033109,0.9692810230017616,0.4845119812974868,3422,-0.0764979192323277,-2.255292631786237,-0.7726874442930667,-0.4256265734979875,0.6236140978265856,0.387683284457478,1705,-0.3843375537917604,,852.5,3,False,False,,False,3,False
intraday_pullback,43,35,13,0.3,60,2.5,-1.75,-1.3380500108694442,-0.6576996397961404,-0.6306758846793503,0.71349719718289,0.4136125654450261,4393,-0.6077757025283944,-2.0656505545450465,-1.0297297467985376,-0.4771763213023446,0.4603605750372462,0.3396464646464646,1584,-0.4728550475557613,,792.0,2,False,False,,False,2,False
intraday_pullback,44,40,4,0.7000000000000001,150,1.75,-1.0,-1.045823658498626,-2.2078805049972905,-0.9540664118402732,0.4719782376048057,0.3150792869102728,10153,-0.9540664118402732,-1.2002438204986017,-2.7079864239653406,-0.8331582107017611,0.3294708079060569,0.2709113607990012,4005,-0.832994555979718,,2002.5,2,False,False,,False,2,False
intraday_pullback,45,25,5,1.3,120,2.0,-1.25,-1.1105479642425435,-1.5642007159109563,-0.8889635879142938,0.551479132171375,0.3556350213404083,8669,-0.8889635879142936,-1.3461709104715034,-2.1443946965666623,-0.7427486103968547,0.3781014163930396,0.2916912197996464,3394,-0.7395578324587991,,1697.0,2,False,False,,False,2,False
intraday_pullback,46,15,4,1.4,300,1.25,-3.0,-1.3352167039559664,-0.8877697453974044,-0.6515616811358271,0.68548715244368,0.668717277486911,7640,-0.6423189649229614,-1.6322378508128932,-1.6137871644644928,-0.6114387289722767,0.4650773669932893,0.6046578493387004,3478,-0.6086449051488207,,1739.0,3,False,False,,False,3,False
intraday_pullback,47,35,11,0.0,90,4.0,-2.25,-1.066684587862387,-0.1915542049671325,-0.3660162937087138,0.8971576902993628,0.397475369458128,3248,-0.2207785705698295,-2.178481696614769,-0.8949553868775562,-0.447947052834983,0.5061873833324184,0.2975018925056775,1321,-0.4296135442252167,,660.5,2,False,False,,False,2,False
intraday_pullback,48,15,9,1.5,270,1.75,-1.5,-1.148846948230113,-1.5802837501202815,-0.8500822716738856,0.589727104735519,0.4214725105728566,10404,-0.8493387343345985,-1.3254785331048669,-2.251277924244996,-0.7543761196275431,0.4063876609421031,0.3562222691738855,4733,-0.7543057681617382,,2366.5,3,False,False,,False,3,False
intraday_pullback,49,10,5,1.2000000000000002,60,2.5,-2.0,-1.366725339722445,-0.6633746170984003,-0.6124714597980132,0.7198161375737394,0.443955075974455,4541,-0.5992627068096303,-2.174696471165105,-0.9867365047363788,-0.4501658860482237,0.5437644738320937,0.3816481589713618,1711,-0.4414245510742353,,855.5,3,False,False,,False,3,False
intraday_pullback,50,40,15,1.4,180,2.5,-1.0,-1.1106469191731556,-1.701060027282666,-0.8887462541309723,0.5448762412336021,0.2642798857609139,9804,-0.8882929607261069,-1.306041328115599,-2.4164509410441,-0.7656210710929915,0.3438388566024548,0.2019521264234255,4303,-0.7651274628373042,,2151.5,2,False,False,,False,2,False
intraday_pullback,51,35,14,1.5,120,1.75,-2.0,-1.3035983580829302,-0.8942732754522587,-0.6895939311917331,0.6617482872686292,0.5156427297779219,6169,-0.6850001916255861,-1.7109341739962898,-1.477238938613164,-0.5826912545481325,0.4205027742165884,0.4168694241686942,2466,-0.5824331015209248,,1233.0,3,False,False,,False,3,False
intraday_pullback,52,15,3,0.1,210,1.0,-3.0,-1.278219131000884,-1.0609977322095694,-0.718367406323381,0.5936907776398563,0.7004364502049993,7561,-0.7168742817317036,-1.65346573861845,-1.5477276230965809,-0.6034231866741829,0.4338175100417596,0.6427244582043343,3230,-0.600948493846102,,1615.0,3,False,False,,False,3,False
intraday_pullback,53,30,10,0.5,60,3.0,-2.75,-1.2121057549511498,-0.2141800116752591,-0.349196851441327,0.8778675797823213,0.5087890625,3072,-0.2422251076855149,-2.5088712849109047,-0.7144519392946918,-0.3768178948971785,0.5540818638800369,0.4006878761822872,1163,-0.3549527260354669,,581.5,3,False,False,,False,3,False
intraday_pullback,54,40,5,0.2,330,1.25,-2.25,-1.2463200747947534,-1.1817259295579263,-0.75138234082827,0.6189450005124338,0.5968819599109132,8531,-0.7506761529242653,-1.515817484281809,-1.7247546044706588,-0.6591426855676391,0.4586783481014753,0.5343595382078065,3638,-0.6550618220975906,,1819.0,3,False,False,,False,3,False
intraday_pullback,55,25,4,0.7000000000000001,330,3.25,-3.0,-0.7671486777678511,-0.0919324075145574,-0.2540527574830517,0.9595604160674528,0.5178433889602054,3895,-0.1034958082547059,-2.24374013718444,-0.6685058348895666,-0.4287613234203415,0.6542738404056667,0.419811320754717,1908,-0.3893527545936168,,954.0,3,False,False,,False,3,False
intraday_pullback,56,30,4,1.3,360,3.25,-1.0,-1.1740037679537632,-1.3288307211873276,-0.8249628463513486,0.6296597835519209,0.2355542736275358,10401,-0.8249628463513486,-1.278512878623643,-2.028872227773885,-0.7821259041693287,0.4201801145536158,0.1913137893593919,4605,-0.7812492597660294,,2302.5,2,False,False,,False,2,False
intraday_pullback,57,20,7,0.6000000000000001,360,3.75,-1.75,-1.4085606626826723,-0.4271935873050111,-0.4602482895015428,0.8346922687090503,0.3475043029259896,5810,-0.4094006354911745,-1.8122809473244184,-0.942713468335002,-0.5483903956530836,0.5750131963641865,0.2748344370860927,3020,-0.5357950760977768,,1510.0,2,False,False,,False,2,False
intraday_pullback,58,15,7,1.2000000000000002,120,3.5,-2.0,-1.3890627470654788,-0.3695863412485303,-0.4328578997436528,0.8328797851502452,0.3905449464368887,4294,-0.3708465034318684,-2.318461419058527,-0.9185146331311972,-0.4175279126929345,0.5925816929538213,0.3133543638275499,1902,-0.4049679785896971,,951.0,2,False,False,,False,2,False
intraday_pullback,59,25,8,0.2,60,2.75,-2.75,-1.3023286101336968,-0.2706888551635522,-0.3884319091496647,0.852970768810249,0.5269406392694064,3285,-0.2990170220424445,-2.502179259655246,-0.7374251908878905,-0.3768961481089793,0.5913792761748986,0.4169976171564734,1259,-0.3508831667059847,,629.5,3,False,False,,False,3,False
intraday_pullback,60,10,11,0.6000000000000001,300,2.0,-2.5,-1.414400780249997,-0.641689516033414,-0.5433585051252302,0.764893991450818,0.5418765743073047,6352,-0.5216688810447743,-1.760097539277147,-1.2057401535217924,-0.5658855768009107,0.5105019358865717,0.4667126595377716,2899,-0.5653102897895665,,1449.5,3,False,False,,False,3,False
intraday_pullback,61,20,4,0.7000000000000001,210,2.0,-2.5,-1.3523765966149122,-0.8157397148602111,-0.6367201340474443,0.6978799737980662,0.5337506344104213,5911,-0.6301955440545131,-1.674598613403669,-1.4393130771239873,-0.5954523231268563,0.4794441241221123,0.4557251908396946,2620,-0.5866167571384244,,1310.0,3,False,False,,False,3,False
intraday_pullback,62,25,11,0.9,330,4.0,-1.0,-1.2501197618253923,-1.072621976772418,-0.7438821933837954,0.6695469425220338,0.2093425605536332,9248,-0.7380925329941161,-1.3948461287670015,-1.8023471994573408,-0.7167517674486193,0.4310884347948282,0.1616093504158237,4449,-0.7151695862290526,,2224.5,2,False,False,,False,2,False
intraday_pullback,63,10,13,0.9,360,1.25,-2.5,-1.2570937931574042,-1.1284210109266746,-0.7404464659421363,0.6370093298035556,0.6240266963292548,8990,-0.7397345103476713,-1.5907351466859982,-1.127092909560487,-0.627694362328905,0.5167564592307186,0.5528395061728395,4050,-0.6247079361531787,,2025.0,3,False,False,,False,3,False
intraday_pullback,64,20,4,0.3,300,1.5,-2.0,-1.2071622639336237,-1.2817191463339963,-0.7902361327058486,0.627991732977904,0.5293614290298427,9349,-0.7879968543649032,-1.4039909431410944,-1.9941490497504477,-0.71206129050109,0.4359508573412547,0.4612546125461255,4065,-0.7099644817369173,,2032.5,3,False,False,,False,3,False
intraday_pullback,65,20,12,0.6000000000000001,210,1.75,-2.0,-1.2693393681625056,-1.074623407928395,-0.7277626060162147,0.649490502083283,0.5054362598532209,7358,-0.7267219397922298,-1.5371829762827856,-1.615719300786968,-0.6498613792780604,0.4298948575339301,0.4209547427154371,3226,-0.644820063880114,,1613.0,3,False,False,,False,3,False
intraday_pullback,66,30,10,0.8,60,1.25,-1.5,-1.0783335130209175,-1.6480050051887825,-0.9213570446932484,0.4839148683321355,0.4862641398560305,6807,-0.9211577144318236,-1.499692650301131,-1.830125307369881,-0.6663377447649395,0.3323297614396698,0.4190836485918453,2379,-0.6657353357487994,,1189.5,3,False,False,,False,3,False
