strategy,trial_id,p_ema_period,p_pullback_lookback_bars,p_proximity_pct,p_entry_window_end_bar,p_take_profit_pct,p_stop_loss_pct,train_calmar,train_sharpe,train_mdd,train_profit_factor,train_win_rate,train_total_trades,train_total_return,test_calmar,test_sharpe,test_mdd,test_profit_factor,test_win_rate,test_total_trades,test_total_return,overfit_ratio,monthly_trades,gates_passed,gate_calmar_ok,pass_stage1,error,pass_stage1_v1,gates_passed_v2,pass_stage1_v2
intraday_pullback,16,15,3,1.0,240,2.0,-2.75,-1.414062838871326,-0.5845309573812392,-0.5346462451034818,0.7581405684773921,0.5671140939597316,5662,-0.5088174370497727,-1.8087861394150355,-1.3274199143684955,-0.5496885567796533,0.5289964594896953,0.4849197023110067,2553,-0.5408496777901061,,1276.5,3,False,False,,False,3,False
intraday_pullback,17,15,12,1.0,150,3.5,-1.25,-1.299942616070705,-0.8743801983925895,-0.6890666049368297,0.6886035896118544,0.2653956725677107,6609,-0.6800016698869976,-1.5621105487372269,-1.5932236325806537,-0.6393917317461001,0.4060652967214211,0.2022046159145711,2903,-0.6373163144859338,,1451.5,2,False,False,,False,2,False
intraday_pullback,18,25,13,1.4,120,2.0,-2.5,-1.3911873185508974,-0.5984633223058136,-0.5543120723513397,0.7427670386854192,0.5417675544794189,4956,-0.5244106156491717,-2.098078664388741,-0.9730068914340322,-0.4686061106736369,0.5318230643048859,0.4600301659125188,1989,-0.4598739969369341,,994.5,3,False,False,,False,3,False
intraday_pullback,19,15,14,0.8,330,2.5,-1.5,-1.2560850620136623,-1.0928638135781548,-0.7395682588288295,0.6791988724981279,0.3651160106198776,8663,-0.7362503028319372,-1.4737161822548266,-1.7169604261849256,-0.6781856140273034,0.4625659415045465,0.297713717693837,4024,-0.6778222424775631,,2012.0,2,False,False,,False,2,False
intraday_pullback,20,20,6,0.4,300,2.75,-2.75,-1.4125296422795506,-0.3074495132892781,-0.3620518948674258,0.8667459127254314,0.5175585284280937,4784,-0.3029910206619955,-2.099586444630375,-0.8575960234860049,-0.4662197204262161,0.6000571205383648,0.4285073957866427,2231,-0.4410025812993955,,1115.5,3,False,False,,False,3,False
intraday_pullback,21,40,3,0.3,120,3.5,-2.5,-1.3362764123767754,-0.1950499984554088,-0.2946623156111877,0.8895275942662539,0.4494001845585973,3251,-0.2229243976491832,-2.1923676939998424,-0.9106008445609806,-0.4441513960008213,0.5393929456863088,0.3574115876598946,1329,-0.4223939019121302,,664.5,3,False,False,,False,3,False
intraday_pullback,22,40,13,1.3,330,1.25,-1.5,-1.0781050992161172,-2.074086941130724,-0.9215843640532349,0.5133797973548144,0.4800770712909441,12975,-0.9213706354660538,-1.2138567600609644,-2.5380504924866525,-0.8238117524328944,0.358062663246375,0.4212692967409948,5830,-0.8223984695245798,,2915.0,3,False,False,,False,3,False
intraday_pullback,23,25,12,1.4,300,2.0,-1.0,-1.0628928852707769,-2.245531664671893,-0.9369182076842514,0.5106325793600542,0.2919985385458531,13685,-0.9369182076842514,-1.1806034142632007,-2.788651442576433,-0.847021162595981,0.3423245799197818,0.2459619382696306,6253,-0.8469758134108323,,3126.5,2,False,False,,False,2,False
intraday_pullback,24,40,3,0.3,360,3.0,-2.0,-1.4559465110778405,-0.449872558728434,-0.4547789878407648,0.8187448543236722,0.418075911311537,5322,-0.4212349986931252,-2.049896992287481,-0.770838947291915,-0.4797728268480189,0.6445122778451875,0.3506172839506173,2430,-0.4613980749196036,,1215.0,3,False,False,,False,3,False
intraday_pullback,25,40,13,1.0,90,2.0,-1.5,-1.201025145548368,-1.1182320553706289,-0.7963662601110584,0.6131202663132564,0.403822249844624,6436,-0.7939068449622861,-1.5282415442792403,-1.6106899703735855,-0.6537380935628944,0.3782574742083895,0.3231531159719356,2423,-0.6509508082200093,,1211.5,2,False,False,,False,2,False
intraday_pullback,26,15,10,0.0,180,3.0,-2.5,-1.3545159809557048,-0.2990929655996962,-0.3764143417916028,0.863023387975813,0.476659629368989,4263,-0.3018776793681453,-1.9786352099887003,-1.1276591066287414,-0.4992725021798727,0.5015277312875756,0.3710099424385139,1911,-0.4859393666833305,,955.5,3,False,False,,False,3,False
intraday_pullback,27,30,4,0.9,360,3.0,-2.25,-1.4679701913621004,-0.4151284794500035,-0.4276785046418529,0.8356483444084175,0.448405253283302,5330,-0.3923219231602912,-2.070483621314714,-0.7555131420915084,-0.4738603644972183,0.6559475056912499,0.3736842105263158,2470,-0.4504191166602229,,1235.0,3,False,False,,False,3,False
