strategy,trial_id,p_gap_threshold_pct,p_reversal_threshold_pct,p_entry_window_end_bar,p_take_profit_pct,p_stop_loss_pct,train_calmar,train_sharpe,train_mdd,train_profit_factor,train_win_rate,train_total_trades,train_total_return,test_calmar,test_sharpe,test_mdd,test_profit_factor,test_win_rate,test_total_trades,test_total_return,overfit_ratio,monthly_trades,gates_passed,gate_calmar_ok,pass_stage1,error
gap_down_reversal,71,-5.0,0.3,60,2.5,-3.0,3.5218204641653217,0.09594496061391286,-0.09304517992576258,1.2711459885920937,0.6549295774647887,142,0.15355036341170014,-2.9823371131324046,-0.14957042257917022,-0.12101133489135975,0.7808794542046527,0.5,158,-0.06528037498724237,-0.846816907187012,79.0,4,False,False,
gap_down_reversal,72,-4.0,2.4,90,4.5,-5.0,19.64386595264942,0.25527621390187116,-0.09161570208357812,2.115891825596453,0.6870229007633588,131,0.6800760883671686,-2.2992345140351085,-0.08763328359162452,-0.12814669322916333,0.8354085172699346,0.46956521739130436,115,-0.05127273813347688,-0.11704592769963412,57.5,4,False,False,
gap_down_reversal,73,-4.5,0.6,105,2.5,-5.0,4.641910880294812,0.08491898902107713,-0.08154268492336203,1.2308934924077857,0.7377049180327869,183,0.17559786827686552,-2.291422052907358,-0.08160010909863644,-0.12192643152156331,0.8676085673234643,0.6335078534031413,191,-0.048206863729263305,-0.49363766603848014,95.5,4,False,False,
gap_down_reversal,74,-2.5,2.9999999999999996,90,2.5,-2.0,-1.352522174079525,-0.24266955579361615,-0.46615667154424095,0.6559288723941784,0.4369747899159664,357,-0.3945211646674419,-3.246746957771712,-0.47892900998171845,-0.2535143766515001,0.5400882678488182,0.35797665369649806,257,-0.22987143428105516,,128.5,3,False,False,
gap_down_reversal,75,-4.0,0.3,60,4.0,-5.0,9.750499064121684,0.20090819844185245,-0.11538133245607812,1.7230522487778184,0.676056338028169,142,0.46211369388252477,2.833075182126689,0.0607648913908658,-0.07579004375943138,1.1083867109100878,0.5782312925170068,147,0.029765676650931105,0.29055694108534225,73.5,4,False,False,
gap_down_reversal,76,-2.5,1.2,105,3.0,-4.5,1.0826137338186526,0.052089081937628616,-0.20052286644713557,1.091320541058899,0.633495145631068,412,0.10407789546131285,-2.988633283959078,-0.255739302011455,-0.22012414265471292,0.7065426302237456,0.5462962962962963,324,-0.14933430532259662,-2.760572114134755,162.0,3,False,False,
gap_down_reversal,77,-2.5,2.6999999999999997,120,4.5,-4.0,1.7556477054214092,0.06649858463854576,-0.17654797589536608,1.1347128069890287,0.5147058823529411,272,0.14576002737483607,-3.1352972446935827,-0.2822216157012984,-0.23413047155967315,0.651912024209931,0.4166666666666667,204,-0.18104713715352405,-1.7858350710178585,102.0,3,False,False,
gap_down_reversal,78,-3.5,0.8999999999999999,120,2.5,-2.0,-1.3361771592321503,-0.20832404810570457,-0.45456933255132853,0.70364789460443,0.4678492239467849,451,-0.375730506455182,-3.5462696525377138,-0.30927303564108455,-0.18755612779768235,0.7257177428978263,0.4043478260869565,460,-0.15207896511217978,,230.0,3,False,False,
gap_down_reversal,79,-5.0,0.8999999999999999,105,4.0,-2.0,1.8358674520195155,0.05616373783623512,-0.11832018698606228,1.1410607637750187,0.4666666666666667,165,0.10413795315522023,-1.5510012151461328,-0.05546947006471522,-0.11616709972173161,0.9110530596626467,0.3177083333333333,192,-0.02951310916013916,-0.8448328954467708,96.0,3,False,False,
gap_down_reversal,80,-3.5,1.5,45,2.0,-2.0,-1.5894136090719568,-0.17546987658376578,-0.2773057809734364,0.7247711519798006,0.5131578947368421,304,-0.253894861668145,-3.704785438202147,-0.3979754138516093,-0.19057210232266972,0.5948896129083057,0.4416961130742049,283,-0.16857371815712097,,141.5,3,False,False,
gap_down_reversal,81,-5.0,2.4,45,3.0,-1.5,0.253910143019021,0.016088821982266424,-0.13600626279345035,1.0482090453488968,0.4576271186440678,118,0.017257175133289282,-3.5967419771863196,-0.33966209756195515,-0.1560841514004045,0.5347508476013665,0.2857142857142857,119,-0.11686508544144447,-14.165412749646947,59.5,2,False,False,
gap_down_reversal,82,-2.5,1.5,120,3.0,-3.5,-0.30067068050257567,-0.01565830204428453,-0.27137864456763466,0.9753850292540979,0.5610328638497653,426,-0.0419894608819138,-2.8076367309628476,-0.2662640202684932,-0.22900316326937675,0.706536029619579,0.47875354107648727,353,-0.1438438756408189,,176.5,3,False,False,
gap_down_reversal,83,-5.0,1.2,75,4.0,-3.0,8.545552322820125,0.21425221373172135,-0.1253864323558903,1.901225732364602,0.6396396396396397,111,0.4434348239575041,-1.624983375846952,-0.038142636185865775,-0.08533717306538775,0.9239894984959226,0.4065040650406504,123,-0.022258902624384458,-0.19015545332366415,61.5,4,False,False,
gap_down_reversal,84,-4.5,1.5,60,5.5,-2.0,7.193182887830644,0.1420651118895239,-0.09711138966609677,1.5169828633487876,0.4406779661016949,118,0.3060231850147048,-2.184848644600795,-0.13981158831549517,-0.16815123114103392,0.7588410143524913,0.21739130434782608,138,-0.06671755234215715,-0.3037387869418836,69.0,2,False,False,
gap_down_reversal,85,-1.0,1.8,30,2.0,-3.0,-1.201210476414515,-0.05000463495557714,-0.16044026736211536,0.9365324885166678,0.6193895870736086,557,-0.10227677898934662,-3.023254960566021,-0.5226981173140788,-0.28537733874822124,0.5072647308386716,0.5,310,-0.2588032052720941,,155.0,3,False,False,
gap_down_reversal,86,-4.0,2.9999999999999996,60,1.5,-4.5,0.4148042343594145,0.02855064711212543,-0.17557701695364583,1.0878923414517279,0.7701863354037267,161,0.03606410469359478,-3.7084492145925774,-0.29389928312189956,-0.1530291254425709,0.5545048673786663,0.6176470588235294,136,-0.11873016521024138,-8.94023953328144,68.0,3,False,False,
gap_down_reversal,87,-2.0,1.8,105,4.0,-2.0,-1.251973974835003,-0.13447823790265423,-0.37204284790904574,0.8009707328844992,0.37524177949709864,517,-0.27091807200967266,-3.0333067219065657,-0.476315161326649,-0.27419886714721514,0.569441694621901,0.2658536585365854,410,-0.2356592588059222,,205.0,2,False,False,
gap_down_reversal,88,-1.0,0.6,75,6.0,-3.5,2.032197423269157,0.09829422628476414,-0.18210804384957308,1.1474839721625911,0.475,680,0.17196738466186723,-2.429830913770646,-0.24860699347147794,-0.2612244743039262,0.6929368975441381,0.34971098265895956,346,-0.14089798963335898,-1.1956667624653434,173.0,2,False,False,
gap_down_reversal,89,-3.0,0.3,105,4.5,-5.0,5.204780575778585,0.127930452587562,-0.14625377608713444,1.3038298511460824,0.5846153846153846,260,0.33009330541068027,-2.593269227480784,-0.1509570648294239,-0.1869163263497313,0.7834218062816434,0.49159663865546216,238,-0.09514830957705667,-0.4982475610113219,119.0,3,False,False,
gap_down_reversal,90,-1.0,2.6999999999999997,105,3.0,-2.5,-1.2200389543096015,-0.13031226732147652,-0.3713841513985767,0.8314580219156492,0.46141732283464565,635,-0.26224415248666244,-2.868311290175441,-0.5321624965013135,-0.3102440893045389,0.5346083574689575,0.323943661971831,355,-0.282996105809457,,177.5,2,False,False,
gap_down_reversal,91,-2.0,0.6,105,4.0,-2.5,-1.102671545543121,-0.08382050987792361,-0.3030585655219749,0.8809765489561954,0.4262023217247098,603,-0.18533434614945843,-2.6359933923094854,-0.23206610741293918,-0.22712639808056598,0.7483324895233725,0.3593073593073593,462,-0.1286250603791349,,231.0,3,False,False,
gap_down_reversal,92,-4.5,1.5,90,3.5,-2.0,1.105436439710399,0.04981591649177683,-0.16480746345017241,1.1333645978223834,0.49411764705882355,170,0.08800528249744799,-2.6488941264823636,-0.14525469889910442,-0.1463426852411481,0.7867330858458803,0.2894736842105263,190,-0.07128746274372799,-2.396242815350214,95.0,3,False,False,
gap_down_reversal,93,-2.5,2.0999999999999996,105,3.5,-4.0,-0.8573310629332921,-0.05143057876806012,-0.2583718433389448,0.905094787412228,0.5568862275449101,334,-0.11855559513023795,-2.7601791224009045,-0.3594776254132782,-0.2843195591490956,0.5979901891087909,0.4576923076923077,260,-0.20675911058712748,,130.0,3,False,False,
gap_down_reversal,94,-3.5,2.0999999999999996,105,4.5,-4.0,3.046064009663733,0.1027105880945922,-0.177938537723699,1.2596181828601745,0.5510204081632653,196,0.2439137877059958,-2.947136021970128,-0.206696019671579,-0.20498205316845497,0.7072963077422649,0.43315508021390375,187,-0.1304054771497476,-0.9675226825898101,93.5,3,False,False,
gap_down_reversal,95,-3.0,2.0999999999999996,90,1.5,-3.0,-0.7286944535400895,-0.07713233884208213,-0.35371998281364264,0.8688275381264516,0.6902887139107612,381,-0.13948133255830075,-3.252677323994686,-0.5071280094217709,-0.25638955646278627,0.5096115565756415,0.5818713450292398,342,-0.23719068216073025,,171.0,3,False,False,
gap_down_reversal,96,-3.0,1.2,75,6.0,-2.5,2.2286005317013604,0.10517264224321728,-0.25210698569500456,1.2778066650482525,0.3937007874015748,254,0.25195142010385907,-2.7959676144009835,-0.23351405461878869,-0.22112090692405648,0.6897522543421278,0.27309236947791166,249,-0.1351605972475829,-1.2545844688758478,124.5,2,False,False,
gap_down_reversal,97,-1.5,2.4,75,3.0,-1.5,-1.3703027753743022,-0.27207790745186505,-0.5045044603517902,0.6768437238354709,0.3395585738539898,589,-0.44699921562785583,-2.5381378128260534,-0.7282516863323929,-0.37028629283450604,0.46087579508157267,0.2506203473945409,403,-0.3454694253333104,,201.5,2,False,False,
gap_down_reversal,98,-4.0,0.6,60,5.5,-2.5,8.11456268111568,0.15256131544203458,-0.10380319014974576,1.5072908902610085,0.4713375796178344,157,0.3606150533500583,-0.9417579916602943,-0.03352024942945107,-0.1381218237321049,0.9426946916849684,0.3151515151515151,165,-0.020793999888056747,-0.11605776289731129,82.5,3,False,False,
gap_down_reversal,99,-4.5,1.2,105,3.5,-3.5,6.03558309681097,0.11320225130980668,-0.09139821896558839,1.321542114111441,0.63125,160,0.2478224888430962,-2.7414142701263264,-0.1152994110048709,-0.133726219606477,0.8200341439240713,0.4484848484848485,165,-0.06654278400274904,-0.45420868641089734,82.5,4,False,False,
