strategy,trial_id,p_gap_threshold_pct,p_volume_mult,p_entry_window_end_bar,p_take_profit_pct,p_stop_loss_pct,train_calmar,train_sharpe,train_mdd,train_profit_factor,train_win_rate,train_total_trades,train_total_return,test_calmar,test_sharpe,test_mdd,test_profit_factor,test_win_rate,test_total_trades,test_total_return,overfit_ratio,monthly_trades,gates_passed,gate_calmar_ok,pass_stage1,error,pass_stage1_v1,gates_passed_v2,pass_stage1_v2
gap_up_chase,35,3.0,2.5,45,8.0,-3.5,-0.2556463473711833,-0.0092579619340822,-0.2800799167748411,0.9807454431265232,0.3487179487179487,390,-0.0367495982142184,-2.911147727894297,-0.3365244777885179,-0.297152916501085,0.6005546518670735,0.3195488721804511,266,-0.2606796434320656,,133.0,2,False,False,,False,2,False
gap_up_chase,36,5.5,1.5,75,4.5,-2.5,-1.0688614372990612,-0.1024529530396661,-0.3344475664777055,0.7980537143154689,0.3666666666666666,180,-0.1998311957737129,-3.888891129545462,-0.2386924775876986,-0.1958329191996259,0.6968609889732643,0.3632286995515695,223,-0.1944190649485273,,111.5,3,False,False,,False,3,False
gap_up_chase,37,1.5,2.0,45,8.0,-3.0,1.7743814019521702,0.0696468142752303,-0.163925498280105,1.0960746224977171,0.3435655253837072,847,0.137314682762041,-2.545272358964481,-0.4230453627197627,-0.3545036820203852,0.5839131183770089,0.2788461538461538,416,-0.2958310561504308,-1.4344561750727205,208.0,2,False,False,,False,2,False
gap_up_chase,38,3.0,1.5,30,6.5,-4.0,-1.137933486225706,-0.1285045148873142,-0.3975361031381151,0.8059615748809104,0.3841961852861035,367,-0.2617456595446041,-3.12496240307145,-0.269322318745449,-0.2620822308658831,0.657083893343784,0.3953488372093023,258,-0.2272061006113049,,129.0,3,False,False,,False,3,False
gap_up_chase,39,2.0,5.0,15,8.0,-2.0,-1.0477128059077707,-0.078492425411966,-0.3187264870914338,0.8856200659025935,0.23861852433281,637,-0.1851862244104891,-2.828395873135056,-0.2088767441069786,-0.2420010545102073,0.7379852447744407,0.2411764705882353,340,-0.1596551963251743,,170.0,2,False,False,,False,2,False
gap_up_chase,40,2.5,2.5,90,5.5,-2.0,-1.1513207462827597,-0.0994018213266602,-0.3484873508404932,0.8885824575144385,0.2813267813267813,814,-0.2277649293952428,-2.207098032450036,-0.6315286067073147,-0.4425146884759885,0.4952698006791902,0.25,544,-0.4326087344598874,,272.0,2,False,False,,False,2,False
gap_up_chase,41,2.5,3.5,75,6.5,-2.5,-0.1445954993837212,-0.0018983038375386,-0.2595588524050956,0.9958483763002468,0.313915857605178,618,-0.0190938893414669,-2.669944174954217,-0.3048976995484674,-0.3206017343789515,0.6749149976413124,0.2926208651399491,393,-0.2533939045078835,,196.5,2,False,False,,False,2,False
gap_up_chase,42,3.0,3.0,90,4.0,-2.5,-1.2879156880812117,-0.1734533957880391,-0.4252008302214538,0.8219464390578749,0.3871499176276771,607,-0.3295239272502324,-2.8332086538739145,-0.4064202997246401,-0.3222684551513054,0.6245768771305277,0.3816091954022989,435,-0.3080961545093593,,217.5,3,False,False,,False,3,False
gap_up_chase,43,6.5,4.0,60,6.0,-2.5,-0.6795595741608699,-0.0323103857236357,-0.1764421239457612,0.8959200771446324,0.3043478260869565,92,-0.0623404749982571,-2.978042198677854,-0.0979539882456443,-0.1343743072861754,0.8232257450670428,0.366412213740458,131,-0.0741773490351078,,65.5,4,False,False,,False,4,False
gap_up_chase,44,2.0,3.0,30,2.5,-3.0,-1.4302097801786071,-0.3696046663911546,-0.5590625074471731,0.6569750413421085,0.4893617021276595,846,-0.555159730942701,-2.727177137586285,-0.2867223407711027,-0.2971415893697526,0.7212744983583564,0.5427435387673957,503,-0.2217534612924097,,251.5,3,False,False,,False,3,False
gap_up_chase,45,1.5,3.0,75,3.5,-4.0,-0.8053968523105094,-0.0682448672325357,-0.2941366112075713,0.9328951750090014,0.5470085470085471,1053,-0.1273788670523259,-2.369549017164553,-0.4677897479665424,-0.3963299165474537,0.5772817591974849,0.5009861932938856,507,-0.3443031609601501,,253.5,3,False,False,,False,3,False
gap_up_chase,46,2.0,1.5,30,2.5,-4.0,-1.4982619735641332,-0.2477081434307769,-0.4179005538565311,0.7354275119164857,0.5712435233160622,772,-0.3909289313714249,-2.6005678204549243,-0.3606599409396702,-0.3345048347485511,0.6447702142612356,0.59375,480,-0.2647460320163025,,240.0,3,False,False,,False,3,False
gap_up_chase,47,4.0,2.0,75,3.5,-3.0,-1.401388285649562,-0.1952056924089967,-0.4082870744427758,0.7291129265088089,0.4332344213649852,337,-0.3481118882369576,-3.1061355839825944,-0.3925810645900178,-0.2830100986381157,0.6136835087561676,0.4501510574018127,331,-0.2728011468290652,,165.5,3,False,False,,False,3,False
gap_up_chase,48,6.5,5.0,30,6.0,-3.5,-0.9683401080647293,-0.038339279300118,-0.1439998867525124,0.8632440164504857,0.3478260869565217,69,-0.0728893870061391,-1.2893711326209063,-0.0259974816938629,-0.139337619792935,0.9293153531586688,0.4368932038834951,103,-0.0294207736662797,,51.5,4,False,False,,False,4,False
gap_up_chase,49,7.0,5.0,30,8.0,-2.5,1.8728918782006396,0.0505106575377531,-0.0965170087677346,1.210535056643665,0.3225806451612903,62,0.0873472728233053,3.3684055819066288,0.0572434946025603,-0.0930980911782972,1.1366798894942065,0.3409090909090909,88,0.0419889105506188,1.7985050931732312,44.0,4,True,False,,True,4,False
gap_up_chase,50,4.5,3.0,15,2.5,-1.5,-1.471065331649665,-0.4230696457908801,-0.4969121087766723,0.4618740782527091,0.2985074626865671,268,-0.4840338088782813,-2.6380697220911973,-0.4970760555015205,-0.3580193244195078,0.4108691414728564,0.3394833948339483,271,-0.3533474104139922,,135.5,2,False,False,,False,2,False
gap_up_chase,51,4.5,4.0,60,5.0,-2.5,-1.4169841966443717,-0.1182397952150908,-0.2804491641286355,0.7964127385506068,0.3373983739837398,246,-0.2252803762085156,-3.409253820113583,-0.2179589580038698,-0.2089750413659113,0.7195112021718392,0.3728070175438596,228,-0.1713375674652965,,114.0,3,False,False,,False,3,False
gap_up_chase,52,7.0,1.5,90,7.0,-1.5,-0.2221969560070531,-0.0064873997000792,-0.1886740491140449,0.9735803592390784,0.2372881355932203,118,-0.0213521526297065,-2.362836608676956,-0.0790616859226658,-0.1940841632379009,0.8403884687672611,0.238095238095238,189,-0.0883722120315281,,94.5,2,False,False,,False,2,False
gap_up_chase,53,2.0,1.5,60,7.5,-3.0,0.3175487227482719,0.0215041048622281,-0.2285540751146783,1.0274736799924598,0.3383561643835616,730,0.0359409458363986,-2.5614971869507626,-0.4113342986459194,-0.3538293012766585,0.5944878867843341,0.3086419753086419,405,-0.3002837525233907,-8.066469815346478,202.5,2,False,False,,False,2,False
gap_up_chase,54,2.0,3.0,30,3.5,-2.0,-1.335904332923213,-0.3924632323283453,-0.644020396418969,0.659841842115003,0.3295099061522419,959,-0.6292097185649242,-2.542644503007223,-0.5970897565681897,-0.3757208095241021,0.5307317263692439,0.3605947955390334,538,-0.3741948805405807,,269.0,3,False,False,,False,3,False
gap_up_chase,55,5.0,2.5,60,3.0,-3.0,-1.34131038108767,-0.1961682775724049,-0.4052283961086303,0.6795344655092134,0.4588744588744589,231,-0.326478910756948,-3.756626788262856,-0.228145056522101,-0.187961899411176,0.7246336131487933,0.5203252032520326,246,-0.1686052628984825,,123.0,3,False,False,,False,3,False
