strategy,trial_id,p_lookback_days,p_buffer_pct,p_entry_hhmm_min,train_calmar,train_sharpe,train_mdd,train_profit_factor,train_win_rate,train_total_trades,train_total_return,test_calmar,test_sharpe,test_mdd,test_profit_factor,test_win_rate,test_total_trades,test_total_return,overfit_ratio,monthly_trades,gates_passed,gate_calmar_ok,pass_stage1,error,pass_stage1_v1,gates_passed_v2,pass_stage1_v2
breakout_52w,44,240,1.0,1490,12.739197783523965,0.1385884468654209,-0.0860690503913559,2.0010703586846623,0.5547445255474452,137,0.4521719882901984,4.070502217100326,0.0431568283408564,-0.0402988013745687,1.2627633586406233,0.3809523809523809,21,0.0231689127063874,0.3195257885362957,10.5,3,True,False,,True,3,False
breakout_52w,45,180,0.1,1490,9.415452864116467,0.1242716617220933,-0.1026367256373585,1.7683177189538972,0.5523255813953488,172,0.4060413648167111,25.76723732521445,0.1296466058883255,-0.0402988013745687,2.154809109869041,0.44,25,0.1133674463976175,2.7366965452524106,12.5,4,True,False,,True,4,False
breakout_52w,46,150,0.9,1500,13.243030554891348,0.1419950147789295,-0.0863727176177273,2.01993783888384,0.5586206896551724,145,0.4686221936538759,4.070502217100326,0.0431568283408564,-0.0402988013745687,1.2627633586406233,0.3809523809523809,21,0.0231689127063874,0.3073693895236747,10.5,3,True,False,,True,3,False
breakout_52w,47,180,0.4,1430,7.530422233270191,0.1247855676969546,-0.1120426904210476,1.6050134687199071,0.5408163265306123,196,0.3611402269005539,38.93073420079561,0.1528900557958139,-0.032657861525855,2.293530267891963,0.3703703703703703,27,0.1316878627007163,5.169794334877474,13.5,4,True,False,,True,4,False
breakout_52w,48,210,0.1,1470,9.88098897395825,0.1279754937091777,-0.1023783400885211,1.7937529723080243,0.5529411764705883,170,0.422247771963457,25.76723732521445,0.1296466058883255,-0.0402988013745687,2.154809109869041,0.44,25,0.1133674463976175,2.6077589392241056,12.5,4,True,False,,True,4,False
breakout_52w,49,240,1.0,1480,12.739197783523965,0.1385884468654209,-0.0860690503913559,2.0010703586846623,0.5547445255474452,137,0.4521719882901984,4.070502217100326,0.0431568283408564,-0.0402988013745687,1.2627633586406233,0.3809523809523809,21,0.0231689127063874,0.3195257885362957,10.5,3,True,False,,True,3,False
breakout_52w,50,60,0.4,1490,16.751903596700494,0.1395065756792574,-0.0711094210754,1.9551926928610928,0.5764705882352941,170,0.484891553940767,4.880265352534327,0.0565782331907921,-0.0506792423826612,1.350031467601143,0.4166666666666667,24,0.0338874979996712,0.2913260170322111,12.0,3,True,False,,True,3,False
breakout_52w,51,90,0.7000000000000001,1430,8.702594248712375,0.1325713184884843,-0.117580340130261,1.727089589108712,0.5508021390374331,187,0.4263946087337309,39.85717669328553,0.1527046691862706,-0.0330187173637586,2.431115571296826,0.375,24,0.1350139184954863,4.579918993601563,12.0,4,True,False,,True,4,False
breakout_52w,52,210,0.4,1450,13.210097667700362,0.1471424951930652,-0.098990217022358,1.9268950545719,0.5606936416184971,173,0.5241512228379959,29.088206313707342,0.133271842828517,-0.0357320694540838,2.2450360682245254,0.3333333333333333,24,0.1134492188128675,2.2019675437245327,12.0,3,True,False,,True,3,False
breakout_52w,53,180,0.1,1470,9.415452864116467,0.1242716617220933,-0.1026367256373585,1.7683177189538972,0.5523255813953488,172,0.4060413648167111,25.76723732521445,0.1296466058883255,-0.0402988013745687,2.154809109869041,0.44,25,0.1133674463976175,2.7366965452524106,12.5,4,True,False,,True,4,False
