strategy,trial_id,p_vwap_deviation_pct,p_rebound_min_bars,p_entry_window_end_bar,p_take_profit_pct,p_stop_loss_pct,train_calmar,train_sharpe,train_mdd,train_profit_factor,train_win_rate,train_total_trades,train_total_return,test_calmar,test_sharpe,test_mdd,test_profit_factor,test_win_rate,test_total_trades,test_total_return,overfit_ratio,monthly_trades,gates_passed,gate_calmar_ok,pass_stage1,error
vwap_bounce,68,-1.5,4,360,3.0,-0.8999999999999999,-1.1394235273980042,-1.0222082284068919,-0.8583568251578567,0.5949893535923425,0.2221202386415787,4358,-0.8540125753455462,-1.3732805022464136,-1.369699106709608,-0.728051762505153,0.4538044880670492,0.1854259322613753,2923,-0.7273681115374604,,1461.5,2,False,False,
vwap_bounce,69,-1.8,1,90,4.0,-1.8,-1.381082149264586,-0.23549990786311278,-0.4559043799810169,0.7815796330651401,0.319672131147541,976,-0.39382307463226196,-2.30886350174228,-0.6995714994670152,-0.4207020772142251,0.5373454787265733,0.2513562386980108,553,-0.41472677754666465,,276.5,2,False,False,
vwap_bounce,70,-3.0,1,210,2.0,-1.8,-1.3663875301818782,-0.43745761474888595,-0.5701107217645194,0.5335234790870933,0.4186046511627907,430,-0.5326930260381022,-2.3687759874445704,-0.7084929099293926,-0.4075515196586372,0.49805608076140306,0.3548922056384743,603,-0.3978492145902235,,301.5,3,False,False,
vwap_bounce,71,-2.4,8,300,4.0,-3.0,-0.083843166849835,0.0019534149587910185,-0.17778501333878058,1.003326107399046,0.46963562753036436,741,-0.007540160746455915,-2.4050803032105974,-0.3957274355364256,-0.3760600977933101,0.6533456405780849,0.38621794871794873,624,-0.29818601477600915,,312.0,3,False,False,
vwap_bounce,72,-2.7,2,120,5.0,-3.0,-0.29355207495674274,-0.006244340561685903,-0.17216029484593773,0.9856528137637403,0.411371237458194,299,-0.02579710338657426,-0.3190030810778665,-0.0020169804973310516,-0.14293953883618837,0.9950844483336923,0.3861003861003861,259,-0.007012905054116891,,129.5,4,False,False,
vwap_bounce,73,-1.5,10,300,2.0,-1.2000000000000002,-1.1714875018191002,-0.8765474316687706,-0.8228599107125422,0.6136955996108988,0.3403190491085393,3197,-0.8126714403659014,-1.432614948938695,-1.6034971091603643,-0.6977690838706475,0.38130963664134654,0.29137010676156583,2248,-0.6968067767171127,,1124.0,2,False,False,
vwap_bounce,74,-2.4,1,180,3.5,-3.0,-1.3635227599880095,-0.1260474035012193,-0.31515238706841714,0.8458971471858158,0.45119705340699817,543,-0.24651060548647497,-2.720554142393392,-0.3566075715937899,-0.31280234188991873,0.6851739166992847,0.4025157232704403,477,-0.24954677939233427,,238.5,3,False,False,
vwap_bounce,75,-1.5,4,360,2.5,-2.7,-1.3681269659046593,-0.30621438044252514,-0.471196260571769,0.8005388515919611,0.5183194919394235,2047,-0.4063353857581492,-2.435308383992803,-0.4699417666433912,-0.3853091762165204,0.7066551481056386,0.46636432350718066,1323,-0.343048767530608,,661.5,3,False,False,
vwap_bounce,76,-1.5,9,240,2.0,-2.1,-1.3044723561718758,-0.5505223242106433,-0.6559638454692238,0.6751190391898179,0.47064935064935065,1925,-0.6230210605019928,-1.9444426106474098,-0.9564298799597024,-0.5095165328355256,0.5096960627571029,0.42419825072886297,1372,-0.5062817240530388,,686.0,3,False,False,
vwap_bounce,77,-2.4,3,240,1.0,-2.4,-1.2944268125516216,-0.6048559264568101,-0.6906404057747926,0.4836978239492929,0.6232876712328768,876,-0.6772849272180512,-2.28525444920434,-0.7573388316809437,-0.4264390496739975,0.5039978821906883,0.6018518518518519,972,-0.4250096824797458,,486.0,3,False,False,
vwap_bounce,78,-1.5,7,360,2.5,-1.8,-1.3498929454684172,-0.42048606499708874,-0.5767307347436393,0.7703743182712008,0.4182098765432099,2592,-0.5321951886863077,-2.000959087062106,-0.7186373535996716,-0.4937463273275719,0.6010137863802706,0.35686053077357427,1771,-0.48650416360586246,,885.5,3,False,False,
vwap_bounce,79,-2.4,2,240,1.0,-0.8999999999999999,-1.0737242408487722,-1.4081604398576322,-0.9259850829643667,0.29206435799934544,0.36153846153846153,1560,-0.9257248438174042,-1.3214138418903723,-1.7803075658866916,-0.7566998363250377,0.3152540810603407,0.36962750716332377,1745,-0.7560935097051459,,872.5,3,False,False,
