date,stock_code,buy_time,sell_time,buy_price,sell_price,profit_pct,win,sell_reason,current_close,current_volume,prev_close,daily_change_pct,avg_volume_5d,volume_ratio,daily_volatility,avg_volatility_5d,ma5,ma20,price_vs_ma5,price_vs_ma20,rsi,vs_20d_high_pct,vs_20d_low_pct,gap_up,gap_down,is_green,body_size_pct
20250908,290650,10:57,11:23,48410,49862,3.0,True,profit_3.0pct,48950.0,6437591.0,42150.0,16.132858837485173,2288850.0,2.8125875439631254,22.26762002042901,12.019941540385787,36910.0,32360.0,32.61988620969927,51.26699629171817,86.46464646464646,-9.183673469387756,68.21305841924399,True,False,True,8.657047724750278
20250908,085310,12:48,13:15,1438,1409,-2.0,False,stop_loss_2.0pct,1390.0,52126466.0,1300.0,6.923076923076923,15915970.2,3.2751045236312395,12.733812949640289,7.985348876244766,1295.2,1148.0,7.319332921556512,21.0801393728223,75.71428571428571,-6.648757555406314,49.30182599355531,False,False,True,5.382865807429871
20250908,476060,09:39,10:07,35330,34623,-2.0,False,stop_loss_2.0pct,35300.0,1983222.0,33350.0,5.847076461769116,2190681.8,0.9052989804361364,9.631728045325778,11.603765772025527,30550.0,26537.5,15.548281505728315,33.01931229392369,70.05347593582887,-4.076086956521739,55.84988962472406,True,False,True,3.671071953010279
20250908,332570,09:51,11:29,5630,5517,-2.0,False,stop_loss_2.0pct,5520.0,20434767.0,4900.0,12.653061224489795,7337339.6,2.78503764497966,17.57246376811594,8.75119181316649,4837.0,4346.5,14.12032251395493,26.998734614057284,78.86323268206039,-6.122448979591836,47.791164658634536,False,False,True,11.740890688259109
20250908,052420,13:57,14:18,1951,1912,-2.0,False,stop_loss_2.0pct,1892.0,28384251.0,1857.0,1.884760366182014,35070524.2,0.8093477827172026,7.399577167019028,11.141574777200448,1774.0,1523.3,6.6516347237880495,24.20403072277293,81.22270742358079,-5.870646766169154,36.115107913669064,False,False,True,1.7751479289940828
20250908,014940,11:48,12:34,9824,10119,3.0,True,profit_3.0pct,10900.0,17329112.0,8800.0,23.863636363636363,8418393.4,2.05848208519217,21.376146788990827,12.397637130027457,8886.0,7436.0,22.66486608147648,46.58418504572351,89.31159420289855,-1.5356820234869015,75.80645161290323,False,False,True,24.145785876993166
20250908,200670,12:00,12:11,65020,63720,-2.0,False,stop_loss_2.0pct,63600.0,790753.0,62400.0,1.9230769230769231,396248.2,1.9956002323796045,12.264150943396226,7.8252476500495645,57560.0,56505.0,10.493398193189716,12.556410937085213,75.30864197530865,-5.777777777777778,23.73540856031128,False,False,True,3.5830618892508146
20250908,200670,12:24,12:28,64540,63249,-2.0,False,stop_loss_2.0pct,63600.0,790753.0,62400.0,1.9230769230769231,396248.2,1.9956002323796045,12.264150943396226,7.8252476500495645,57560.0,56505.0,10.493398193189716,12.556410937085213,75.30864197530865,-5.777777777777778,23.73540856031128,False,False,True,3.5830618892508146
20250909,006910,11:06,11:16,4208,4334,3.0,True,profit_3.0pct,4315.0,34878575.0,3955.0,9.102402022756005,9904123.6,3.52162153953733,12.630359212050985,5.826556977853175,3991.0,3804.25,8.118266098722126,13.425773805612145,76.81564245810056,-2.595936794582393,32.565284178187405,False,False,True,8.827238335435057
20250909,317830,10:39,10:58,9422,9705,3.0,True,profit_3.0pct,9880.0,3385085.0,9070.0,8.930540242557882,1776958.6,1.9049881072074497,9.919028340080972,7.498760658966269,9284.0,7811.5,6.419646704006894,26.480189464251424,79.03225806451613,-4.263565891472868,68.60068259385666,False,False,True,7.978142076502732
